Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Weather_Condition,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season
USA,Boston,Sector_1,42.34109,-71.02384,2.0,5.27,5.91,2.16,50.98,108.8,6.45,16.7,80,10.3,Monsoon,353.88,0.0,5000.0,5000.0,2025-09-10 13:07:00,monsoon
Indonesia,Balikpapan,Sector_1,-1.248,116.83468,1.0,3.86,2.31,0.4,4.57,124.78,4.52,35.4,100,2.1,Monsoon,57.72,5000.0,5000.0,5000.0,2025-07-22 15:47:00,monsoon
USA,Kansas City,Sector_3,39.10605,-94.6104,2.0,5.67,6.85,0.17,14.71,191.37,8.87,13.2,100,3.1,Monsoon,92.03,0.0,5000.0,5000.0,2025-08-01 11:12:00,monsoon
India,Lucknow,Sector_3,26.85285,80.95025,5.0,83.33,10.04,2.14,50.03,632.47,102.64,27.2,100,3.8,Monsoon,80.25,5000.0,5000.0,5000.0,2025-08-23 20:33:00,monsoon
Pakistan,Mirpur Khas,Sector_4,25.52442,68.97389,5.0,87.07,7.84,1.87,52.51,572.09,178.63,29.9,42,3.9,Monsoon,438.75,5000.0,5000.0,5000.0,2025-09-28 18:26:00,monsoon
USA,Mesa,Sector_3,33.402,-111.86065,3.0,15.23,1.51,0.49,55.84,98.69,28.51,21.9,72,4.1,Monsoon,160.69,764.91,5000.0,237.89,2025-07-31 16:02:00,monsoon
USA,Fort Worth,Sector_2,32.76685,-97.29963,1.0,1.62,2.53,0.04,40.23,82.25,2.58,22.6,100,4.2,Monsoon,231.84,214.11,5000.0,2433.95,2025-09-17 10:48:00,monsoon
USA,Minneapolis,Sector_3,44.97358,-93.28806,1.0,1.64,6.5,0.1,29.51,142.81,2.71,6.4,100,2.9,Monsoon,2.82,363.18,5000.0,176.52,2025-09-01 17:48:00,monsoon
Russia,Magnitogorsk,Sector_2,53.41637,58.9436,2.0,1.28,1.38,0.51,35.71,88.99,1.43,0.8,96,6.1,Monsoon,904.93,1167.12,5000.0,1929.25,2025-07-24 19:36:00,monsoon
Nigeria,Katsina,City Center,12.5630825,7.6207063,5.0,64.79,0.58,0.42,56.34,143.33,311.08,41.6,46,6.3,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-08-14 11:50:00,monsoon
Russia,Kemerovo,Sector_3,55.36746,86.08699,1.0,0.2,1.91,0.5,34.85,107.23,0.26,-4.8,100,6.7,Monsoon,357.94,1049.62,5000.0,2406.34,2025-08-24 11:34:00,monsoon
China,Shantou,Sector_3,23.37023,116.68033,3.0,11.62,2.64,4.06,82.39,133.9,26.34,25.5,100,3.3,Monsoon,83.94,5000.0,5000.0,5000.0,2025-09-10 10:06:00,monsoon
Russia,Penza,Sector_3,53.22615,45.02216,2.0,4.53,6.03,0.99,18.55,134.35,5.2,12.7,100,2.9,Monsoon,437.35,0.0,5000.0,268.73,2025-08-24 08:09:00,monsoon
USA,Tulsa,City Center,36.1563122,-95.9927516,1.0,3.48,4.77,0.04,19.17,128.3,5.37,19.4,100,3.7,Monsoon,13.07,5000.0,5000.0,5000.0,2025-07-11 19:26:00,monsoon
Indonesia,Gorontalo,Sector_2,0.74256,122.43413,1.0,0.71,0.37,0.07,21.67,74.35,1.04,33.9,100,3.0,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-08-04 08:27:00,monsoon
USA,San Francisco,Sector_2,37.80254,-122.38218,2.0,0.79,0.77,0.26,46.34,52.46,2.58,22.5,100,4.1,Monsoon,761.18,808.37,5000.0,1358.84,2025-07-14 14:17:00,monsoon
Germany,Frankfurt,Sector_3,50.10689,8.70413,2.0,4.27,13.26,0.88,25.22,220.15,5.2,16.5,100,2.1,Monsoon,307.64,530.39,751.85,327.23,2025-08-02 08:47:00,monsoon
China,Changchun,Sector_2,43.86384,125.29423,5.0,33.96,60.08,29.29,2.46,558.38,60.6,-1.4,89,4.0,Monsoon,303.08,980.19,5000.0,5000.0,2025-08-25 08:06:00,monsoon
Germany,Kiel,City Center,54.3227085,10.135555,3.0,11.8,20.21,1.61,5.31,211.78,17.75,18.1,100,4.1,Monsoon,23.87,332.44,5000.0,432.41,2025-09-24 19:22:00,monsoon
Nigeria,Ikare,Sector_4,7.5467,5.73407,2.0,4.14,0.49,0.3,30.38,137.93,11.56,41.2,54,5.2,Monsoon,1333.17,5000.0,5000.0,5000.0,2025-08-02 12:30:00,monsoon
Brazil,Ananindeua,Sector_4,-1.36012,-48.41611,1.0,1.21,0.28,0.19,27.73,94.98,2.25,37.2,85,6.2,Monsoon,513.94,655.18,5000.0,5000.0,2025-07-19 15:41:00,monsoon
Brazil,Belém,Sector_4,-1.44321,-48.47621,1.0,1.05,0.26,0.17,24.5,71.86,2.52,39.0,97,6.4,Monsoon,15.25,279.47,5000.0,5000.0,2025-08-28 14:33:00,monsoon
Germany,Dresden,Sector_1,51.05676,13.74948,3.0,12.55,14.02,0.79,22.56,216.73,18.52,15.1,90,4.4,Monsoon,164.17,120.85,1137.98,391.33,2025-07-21 08:17:00,monsoon
Bangladesh,Comilla,Sector_2,23.4814,91.15947,5.0,28.33,4.09,1.83,46.03,288.09,46.67,28.5,86,3.8,Monsoon,199.85,1278.18,5000.0,5000.0,2025-09-25 20:41:00,monsoon
Brazil,Santos,Sector_4,-23.91284,-46.34236,1.0,1.56,0.03,0.14,38.57,24.68,9.9,31.4,100,3.1,Monsoon,1783.26,5000.0,5000.0,5000.0,2025-09-27 13:02:00,monsoon
Germany,Halle,Sector_3,51.4691,11.98773,3.0,13.4,14.56,1.1,24.54,185.83,18.04,14.8,100,6.6,Monsoon,35.36,239.36,1466.99,915.46,2025-08-18 15:04:00,monsoon
Russia,Krasnoyarsk,Sector_2,56.02162,92.85087,2.0,0.25,0.81,0.21,44.13,88.55,0.31,4.3,100,7.9,Monsoon,68.81,1424.51,5000.0,505.22,2025-07-14 15:07:00,monsoon
Germany,Magdeburg,Sector_1,52.11193,11.60717,3.0,11.88,15.55,0.83,20.9,194.15,16.84,15.2,100,1.9,Monsoon,124.66,609.68,1900.18,52.03,2025-07-16 11:27:00,monsoon
Pakistan,Mingora,Sector_4,34.78875,72.38242,5.0,109.56,8.08,5.8,88.83,1349.55,156.79,25.2,52,2.8,Monsoon,450.48,5000.0,5000.0,5000.0,2025-08-10 14:58:00,monsoon
China,Luoyang,Sector_4,34.62459,112.43622,5.0,130.9,54.23,13.54,7.95,806.41,163.43,16.2,76,3.7,Monsoon,7.53,5000.0,5000.0,5000.0,2025-09-03 10:55:00,monsoon
USA,Houston,Sector_4,29.73315,-95.38367,2.0,0.76,0.71,0.17,67.45,65.71,1.21,25.4,100,4.3,Monsoon,9.75,5000.0,5000.0,5000.0,2025-09-14 08:16:00,monsoon
Indonesia,Makassar,City Center,-5.1342962,119.4124282,1.0,1.55,0.2,0.05,42.12,124.5,2.46,34.2,100,3.3,Monsoon,139.09,575.12,5000.0,5000.0,2025-07-07 20:36:00,monsoon
Brazil,Recife,Sector_1,-8.08941,-34.90679,2.0,1.01,0.29,0.11,44.34,50.54,3.18,39.3,81,6.4,Monsoon,135.57,244.18,5000.0,1243.89,2025-07-27 11:52:00,monsoon
Russia,Omsk,Sector_2,55.00981,73.32932,1.0,2.24,5.53,1.0,23.56,147.32,2.2,-11.4,97,3.6,Monsoon,608.9,131.07,671.5,521.57,2025-09-06 11:20:00,monsoon
Russia,Nizhny Tagil,City Center,57.9076001,59.97077,1.0,1.12,3.28,1.08,38.2,102.5,1.45,-3.4,100,5.1,Monsoon,47.82,178.41,5000.0,1496.56,2025-09-04 10:45:00,monsoon
Indonesia,Palembang,Sector_2,-2.99881,104.75332,1.0,3.44,2.23,0.38,10.31,203.69,5.81,39.3,100,2.7,Monsoon,149.96,5000.0,5000.0,5000.0,2025-08-24 08:42:00,monsoon
China,Qingdao,City Center,36.0663249,120.3777659,4.0,24.05,13.94,11.68,31.4,316.13,38.09,8.2,61,2.4,Monsoon,84.18,1291.76,5000.0,5000.0,2025-08-21 18:55:00,monsoon
Russia,Samara,Sector_4,53.23616,50.12836,1.0,2.76,4.07,0.3,15.27,130.22,3.45,9.5,100,2.9,Monsoon,2942.88,5000.0,5000.0,5000.0,2025-07-21 08:03:00,monsoon
Pakistan,Kohat,Sector_1,33.61346,71.44116,5.0,30.65,8.74,1.28,45.74,448.72,67.93,25.6,54,2.3,Monsoon,410.79,5000.0,5000.0,5000.0,2025-08-22 12:52:00,monsoon
Russia,Stavropol,Sector_4,44.87689,43.43521,1.0,2.73,5.32,1.31,32.7,107.75,3.78,12.7,93,3.0,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-09-12 18:48:00,monsoon
India,Chennai,City Center,13.0836939,80.270186,4.0,25.28,6.06,5.17,66.52,162.79,36.75,37.1,100,4.7,Monsoon,38.66,405.71,5000.0,1295.49,2025-07-15 10:28:00,monsoon
Russia,Krasnodar,Sector_4,45.0235,38.93166,2.0,0.67,1.69,0.76,48.8,78.83,1.02,17.7,100,3.0,Monsoon,952.54,1159.81,2365.24,410.45,2025-08-26 14:13:00,monsoon
Bangladesh,Shibganj,City Center,24.6813931,88.1582985,5.0,98.55,21.86,6.67,44.55,899.23,156.09,27.2,78,4.7,Monsoon,223.23,5000.0,5000.0,5000.0,2025-09-14 19:31:00,monsoon
China,Luoyang,Sector_3,34.59046,112.42151,5.0,138.86,47.09,17.15,7.38,1088.46,183.43,17.5,88,2.9,Monsoon,3.91,5000.0,5000.0,5000.0,2025-07-07 15:04:00,monsoon
Brazil,Goiânia,Sector_1,-16.70144,-49.26347,1.0,1.64,1.25,0.06,17.12,130.43,2.15,31.7,87,4.1,Monsoon,60.04,5000.0,5000.0,5000.0,2025-09-25 11:56:00,monsoon
Germany,Karlsruhe,Sector_2,49.02497,8.40692,2.0,4.6,10.9,0.86,40.99,190.02,8.25,17.8,100,2.8,Monsoon,165.74,442.94,2474.67,1301.62,2025-09-26 11:49:00,monsoon
Indonesia,Palembang,Sector_4,-3.01835,104.75063,2.0,3.33,2.82,0.44,7.7,201.44,7.45,37.2,100,2.9,Monsoon,52.6,1352.8,5000.0,5000.0,2025-08-02 14:56:00,monsoon
USA,Long Beach,Sector_4,33.81126,-118.19392,3.0,10.49,0.39,0.27,62.75,121.14,15.8,24.9,100,3.8,Monsoon,21.65,655.97,5000.0,1333.52,2025-09-12 14:04:00,monsoon
China,Linyi,Sector_2,35.11976,118.40036,5.0,79.0,40.29,10.62,0.03,1171.8,121.28,8.8,89,3.1,Monsoon,163.69,5000.0,5000.0,5000.0,2025-09-22 19:15:00,monsoon
Bangladesh,Tongī,Sector_1,23.94829,90.41142,5.0,38.18,5.8,1.8,54.61,361.8,60.1,26.8,100,3.5,Monsoon,252.98,5000.0,5000.0,5000.0,2025-09-06 19:42:00,monsoon
Brazil,Rio de Janeiro,Sector_2,-22.93633,-43.24259,1.0,1.86,0.05,0.13,33.19,43.28,7.47,37.6,97,6.6,Monsoon,174.19,181.31,5000.0,5000.0,2025-09-14 11:37:00,monsoon
India,Amritsar,Sector_2,31.64761,74.84833,5.0,112.97,11.64,2.58,32.24,847.59,191.98,27.9,49,2.3,Monsoon,635.51,5000.0,5000.0,5000.0,2025-07-09 15:25:00,monsoon
Germany,Berlin,Sector_3,52.47975,13.42358,3.0,10.67,12.75,1.23,24.08,202.53,18.07,12.5,100,4.6,Monsoon,129.19,753.59,2062.48,290.24,2025-09-28 12:05:00,monsoon
Bangladesh,Rangpur,City Center,25.6376135,89.0826381,5.0,72.52,11.12,2.96,49.1,529.75,100.39,29.5,66,3.8,Monsoon,977.86,5000.0,5000.0,5000.0,2025-07-05 13:42:00,monsoon
China,Changzhou,Sector_2,31.77512,119.98274,5.0,93.72,47.29,10.59,0.0,918.16,127.64,17.8,78,4.5,Monsoon,166.87,273.47,5000.0,5000.0,2025-07-13 09:45:00,monsoon
Russia,Tyumen,Sector_1,57.18186,65.55374,1.0,0.98,4.15,1.15,22.43,107.58,1.55,-7.1,100,4.9,Monsoon,23.17,396.49,5000.0,1401.62,2025-09-05 08:15:00,monsoon
Germany,Duisburg,Sector_4,51.4309,6.77415,1.0,2.64,6.83,0.48,29.38,146.4,5.14,17.8,100,5.2,Monsoon,66.57,614.37,5000.0,667.23,2025-08-09 14:51:00,monsoon
India,Hyderabad,Sector_1,17.3489,78.47415,5.0,35.34,4.85,3.35,72.97,241.49,55.85,27.0,83,3.8,Monsoon,55.58,5000.0,5000.0,5000.0,2025-09-19 11:21:00,monsoon
Nigeria,Ondo,Sector_2,7.01917,5.04132,1.0,0.99,0.07,0.06,19.26,87.0,2.77,42.6,60,3.9,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-08-16 17:34:00,monsoon
Russia,Ryazan,City Center,54.6295687,39.7425039,1.0,2.96,2.68,0.38,33.55,104.87,4.15,11.3,100,5.0,Monsoon,71.94,364.92,5000.0,1012.79,2025-08-16 09:56:00,monsoon
India,Coimbatore,City Center,11.0018115,76.9628425,3.0,16.64,14.41,3.62,41.44,399.3,28.19,37.3,82,3.6,Monsoon,16.09,0.0,1806.59,5000.0,2025-09-22 18:09:00,monsoon
USA,Philadelphia,Sector_4,39.94083,-75.15716,2.0,6.25,7.78,1.19,33.66,149.27,8.57,12.0,98,5.7,Monsoon,256.07,684.61,5000.0,1229.35,2025-07-03 11:10:00,monsoon
Russia,Yekaterinburg,City Center,56.8382071,60.6007886,1.0,0.58,1.63,1.21,45.1,102.91,0.76,-6.0,100,3.3,Monsoon,18.17,1118.12,5000.0,310.98,2025-07-13 09:07:00,monsoon
Brazil,Jaboatão dos Guararapes,City Center,-8.1752476,-34.9468716,2.0,1.01,0.3,0.14,51.26,52.45,3.16,39.5,84,6.6,Monsoon,295.59,285.96,5000.0,812.23,2025-09-02 19:03:00,monsoon
Pakistan,Karachi,Sector_4,24.87195,67.0276,5.0,60.83,0.38,5.3,91.58,346.52,134.01,31.5,65,4.5,Monsoon,91.8,729.58,5000.0,5000.0,2025-07-18 12:28:00,monsoon
India,Srinagar,Sector_4,34.08867,74.86816,5.0,79.14,17.28,2.86,55.95,1058.91,132.42,18.1,50,2.6,Monsoon,119.33,5000.0,5000.0,5000.0,2025-07-25 11:19:00,monsoon
Bangladesh,Noakhali,Sector_1,22.2892,91.15201,5.0,30.3,0.44,2.81,86.6,207.26,44.75,32.6,92,6.9,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-08-20 11:34:00,monsoon
Russia,Nizhny Novgorod,City Center,56.2769292,43.9212981,1.0,2.44,9.1,0.78,16.88,126.41,3.03,12.4,100,2.1,Monsoon,45.01,603.2,5000.0,367.99,2025-07-28 13:06:00,monsoon
Russia,Naberezhnye Chelny,Sector_2,55.74901,52.40972,1.0,2.91,3.6,0.75,31.67,109.43,3.32,2.6,100,3.0,Monsoon,562.5,1850.99,5000.0,162.21,2025-07-13 15:06:00,monsoon
USA,Sacramento,Sector_2,38.56087,-121.53616,1.0,3.73,12.22,0.54,23.72,112.83,6.21,17.4,100,7.9,Monsoon,304.74,234.22,691.96,1961.38,2025-09-22 20:16:00,monsoon
Indonesia,Cirebon,City Center,-6.7137044,108.5608483,1.0,0.9,0.93,0.13,30.99,97.88,2.0,42.0,100,3.6,Monsoon,122.82,478.59,436.94,408.47,2025-07-18 18:01:00,monsoon
Bangladesh,Saidpur,Sector_1,25.78168,88.86632,5.0,69.42,9.99,4.25,60.31,482.23,81.92,27.9,77,2.9,Monsoon,1287.61,1654.71,5000.0,5000.0,2025-07-24 18:09:00,monsoon
Indonesia,Sukabumi,City Center,-7.0764509,106.7346608,1.0,0.91,0.07,0.1,24.9,45.8,4.41,36.7,100,2.4,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-07-24 15:03:00,monsoon
USA,Raleigh,Sector_4,35.76407,-78.63214,2.0,5.88,5.13,0.53,44.62,155.77,9.02,22.0,69,2.0,Monsoon,71.61,609.88,5000.0,2284.83,2025-08-09 15:38:00,monsoon
Bangladesh,Narayanganj,Sector_4,23.61907,90.48664,5.0,42.27,5.83,1.89,52.09,264.87,53.9,32.7,79,4.4,Monsoon,840.08,1294.41,5000.0,5000.0,2025-08-13 19:55:00,monsoon
USA,Chicago,City Center,41.8755616,-87.6244212,2.0,4.68,7.66,0.16,20.82,160.25,4.86,11.3,100,4.5,Monsoon,7.85,241.55,5000.0,211.65,2025-07-07 16:51:00,monsoon
Brazil,Salvador,City Center,-12.9822499,-38.4812772,2.0,0.56,0.1,0.11,49.45,49.87,3.14,41.4,79,7.1,Monsoon,72.68,5000.0,5000.0,5000.0,2025-07-13 17:51:00,monsoon
Pakistan,Muzaffargarh,Sector_2,30.05549,71.16214,5.0,131.39,5.55,1.79,53.25,591.86,216.92,23.8,42,5.2,Monsoon,222.93,5000.0,5000.0,5000.0,2025-07-07 18:24:00,monsoon
Nigeria,Warri,Sector_1,5.50604,5.7064,1.0,0.57,0.05,0.07,12.13,81.45,1.5,41.1,92,6.0,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-07-22 16:51:00,monsoon
Russia,Omsk,Sector_1,54.96151,73.35445,1.0,1.92,4.75,1.13,22.86,113.94,2.67,-12.6,96,3.7,Monsoon,493.6,5000.0,5000.0,5000.0,2025-07-19 11:09:00,monsoon
India,Allahabad,Sector_2,25.41853,81.79074,5.0,51.26,12.25,2.59,41.8,396.82,75.5,29.7,62,3.3,Monsoon,171.12,5000.0,5000.0,5000.0,2025-07-21 15:42:00,monsoon
Pakistan,Nawabshah,Sector_3,26.24077,68.39436,5.0,91.07,7.12,3.56,76.5,589.1,197.13,31.3,33,2.5,Monsoon,273.33,5000.0,5000.0,5000.0,2025-09-25 15:23:00,monsoon
USA,Phoenix,Sector_3,33.41346,-112.08945,3.0,10.07,1.42,0.55,50.05,108.32,28.43,20.9,71,4.1,Monsoon,825.75,0.0,2175.23,205.14,2025-09-13 19:02:00,monsoon
Brazil,Belo Horizonte,Sector_3,-19.94943,-43.93537,1.0,2.99,0.91,0.39,34.5,105.11,3.67,35.5,91,3.7,Monsoon,80.64,5000.0,5000.0,5000.0,2025-07-27 09:00:00,monsoon
Indonesia,Binjai,Sector_2,3.58609,98.46968,1.0,2.18,1.01,0.09,2.99,114.34,3.58,32.9,100,2.3,Monsoon,954.54,5000.0,5000.0,5000.0,2025-09-06 18:11:00,monsoon
Brazil,Brasília,Sector_4,-10.34524,-53.232,1.0,0.21,0.02,0.0,5.84,73.41,0.26,38.7,85,3.0,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-07-18 08:14:00,monsoon
Brazil,Niterói,Sector_4,-22.90729,-43.1098,1.0,2.1,0.04,0.14,28.8,43.57,10.61,33.6,97,6.1,Monsoon,201.82,342.34,5000.0,5000.0,2025-07-25 10:29:00,monsoon
Indonesia,Balikpapan,Sector_2,-1.21315,116.83556,1.0,3.76,2.05,0.46,5.82,170.98,5.53,32.6,100,1.8,Monsoon,49.79,5000.0,5000.0,5000.0,2025-07-26 20:39:00,monsoon
Nigeria,Makurdi,Sector_3,7.72072,8.55605,5.0,41.42,2.13,0.92,32.65,356.63,145.46,45.5,37,3.0,Monsoon,423.35,5000.0,5000.0,5000.0,2025-08-28 17:31:00,monsoon
Russia,Astrakhan,Sector_4,46.37677,48.01968,2.0,1.41,0.38,0.15,52.44,72.9,6.15,10.3,78,5.7,Monsoon,841.6,0.0,5000.0,5000.0,2025-07-05 11:23:00,monsoon
Pakistan,Mardan,Sector_1,34.20419,72.07763,5.0,63.16,6.78,3.43,100.55,908.12,117.6,26.4,46,3.1,Monsoon,572.48,5000.0,5000.0,5000.0,2025-09-26 08:10:00,monsoon
USA,Charlotte,Sector_1,35.19252,-80.85438,2.0,5.51,5.62,0.6,37.2,133.95,6.34,17.6,85,4.4,Monsoon,180.71,2015.18,5000.0,751.7,2025-09-29 16:44:00,monsoon
Pakistan,Mirpur Khas,Sector_3,25.50265,69.04897,5.0,76.01,9.04,1.21,46.63,573.85,165.67,31.7,42,4.6,Monsoon,1477.16,5000.0,5000.0,5000.0,2025-08-28 15:19:00,monsoon
China,Handan,City Center,36.6107711,114.4857072,5.0,138.11,70.49,35.56,0.0,1652.18,173.77,12.6,88,5.4,Monsoon,82.01,5000.0,5000.0,5000.0,2025-07-19 11:28:00,monsoon
China,Nanchang,Sector_4,28.67769,116.05054,5.0,107.86,34.25,23.08,19.44,782.1,145.39,21.6,78,6.1,Monsoon,606.17,5000.0,5000.0,5000.0,2025-07-31 10:02:00,monsoon
Russia,Ulan-Ude,Sector_3,51.82819,107.59961,1.0,2.81,1.88,0.34,46.54,93.01,3.86,-2.6,100,3.5,Monsoon,19.86,93.39,5000.0,1413.19,2025-08-30 18:56:00,monsoon
Brazil,Serra,Sector_4,-20.08356,-40.28914,1.0,3.29,5.55,1.26,34.95,136.13,4.65,40.8,74,7.2,Monsoon,169.05,5000.0,5000.0,5000.0,2025-07-19 19:30:00,monsoon
Russia,Tver,Sector_3,56.85649,35.86519,2.0,1.88,2.41,0.51,42.1,94.9,2.32,11.5,100,4.5,Monsoon,106.31,596.24,5000.0,667.58,2025-08-19 18:45:00,monsoon
Indonesia,Cimahi,Sector_2,-6.8602,107.53202,1.0,0.9,0.22,0.08,26.22,59.43,2.9,38.0,100,2.3,Monsoon,626.26,5000.0,5000.0,5000.0,2025-09-17 13:48:00,monsoon
Brazil,Maceió,Sector_4,-9.67972,-35.76217,1.0,0.51,0.06,0.08,41.64,48.21,2.21,38.2,69,6.6,Monsoon,231.46,0.0,1498.14,5000.0,2025-08-22 14:24:00,monsoon
Russia,Rostov-on-Don,City Center,47.2222596,39.7198736,2.0,4.74,6.49,1.21,22.7,139.33,5.15,8.1,100,3.5,Monsoon,62.63,634.59,5000.0,138.23,2025-09-28 13:19:00,monsoon
Brazil,São Gonçalo,City Center,-22.8219014,-43.0309252,1.0,2.02,0.04,0.13,33.84,44.59,9.01,37.1,100,5.3,Monsoon,321.33,648.32,5000.0,5000.0,2025-08-30 17:26:00,monsoon
Nigeria,Ado Ekiti,Sector_4,7.60461,5.21076,1.0,2.33,0.31,0.22,19.36,106.74,4.95,42.8,61,3.5,Monsoon,348.14,5000.0,5000.0,5000.0,2025-09-25 10:49:00,monsoon
India,Aurangabad,Sector_1,19.89377,75.38053,5.0,48.05,4.32,5.28,64.63,257.97,53.77,28.3,86,1.2,Monsoon,175.61,0.0,5000.0,5000.0,2025-09-25 17:39:00,monsoon
India,Ghaziabad,Sector_3,28.73113,77.45964,5.0,89.92,20.48,2.49,25.76,646.19,117.76,33.6,53,3.8,Monsoon,281.38,696.49,5000.0,5000.0,2025-09-20 14:00:00,monsoon
Russia,Kemerovo,City Center,55.3550907,86.0871213,1.0,0.17,1.65,0.41,38.24,111.2,0.25,-5.0,98,6.3,Monsoon,32.48,1426.33,5000.0,1375.85,2025-08-30 18:09:00,monsoon
Germany,Hamburg,Sector_1,53.57411,9.94842,2.0,10.37,19.87,3.09,14.56,187.32,15.33,17.4,100,4.7,Monsoon,24.37,454.32,5000.0,467.09,2025-07-26 10:57:00,monsoon
USA,San Antonio,Sector_1,29.43052,-98.47681,1.0,1.8,2.52,0.03,21.45,99.74,4.63,25.7,100,2.9,Monsoon,309.55,449.26,5000.0,408.37,2025-07-29 09:26:00,monsoon
USA,Boston,Sector_2,42.37011,-71.08791,2.0,4.28,6.11,1.85,49.78,113.64,7.94,13.3,68,10.2,Monsoon,61.8,245.08,5000.0,399.37,2025-08-23 14:27:00,monsoon
Germany,Oberhausen,Sector_3,51.48031,6.91476,1.0,2.57,6.77,0.43,27.44,127.96,4.25,17.1,100,2.0,Monsoon,813.44,5000.0,5000.0,5000.0,2025-08-10 13:04:00,monsoon
Russia,Rostov-on-Don,Sector_2,47.25851,39.735,2.0,3.95,6.04,1.29,22.51,140.74,4.98,8.4,100,3.6,Monsoon,1542.13,410.14,5000.0,1982.53,2025-07-02 14:02:00,monsoon
India,Jabalpur,Sector_4,23.18786,79.95291,3.0,17.58,2.66,1.77,52.03,149.82,28.61,26.7,100,3.2,Monsoon,963.64,5000.0,5000.0,5000.0,2025-07-09 19:23:00,monsoon
Brazil,São Vicente,Sector_2,-23.99028,-46.39517,1.0,1.07,0.03,0.12,30.0,37.99,9.25,32.1,100,2.9,Monsoon,493.85,5000.0,5000.0,5000.0,2025-09-22 17:09:00,monsoon
India,Thane,Sector_1,19.36658,73.41724,5.0,80.97,5.84,16.52,124.86,544.46,100.69,34.6,66,1.9,Monsoon,1452.62,5000.0,5000.0,5000.0,2025-08-20 13:42:00,monsoon
Russia,Kirov,Sector_1,58.59109,49.66109,1.0,2.24,7.77,0.51,21.31,111.59,2.32,-7.4,100,3.6,Monsoon,302.99,328.26,1616.96,205.25,2025-08-08 14:12:00,monsoon
Pakistan,Kohat,Sector_3,33.58292,71.44719,4.0,21.97,6.15,0.75,35.75,351.64,67.02,27.9,53,2.0,Monsoon,391.48,5000.0,5000.0,5000.0,2025-08-04 18:00:00,monsoon
China,Wuhan,Sector_3,30.60337,114.28945,5.0,178.07,68.18,17.52,0.0,1315.55,231.1,19.0,79,3.8,Monsoon,93.27,5000.0,5000.0,5000.0,2025-07-08 11:47:00,monsoon
Indonesia,Bontang,Sector_1,0.13863,117.44773,1.0,1.57,3.63,0.73,11.35,143.96,2.48,38.4,100,2.8,Monsoon,84.51,5000.0,5000.0,5000.0,2025-07-03 08:11:00,monsoon
Germany,Cologne,Sector_2,50.94786,6.92569,2.0,5.3,13.06,0.71,8.38,182.11,7.36,22.1,100,3.8,Monsoon,516.98,84.32,5000.0,636.59,2025-08-18 16:59:00,monsoon
USA,Arlington,Sector_3,32.73595,-97.07807,1.0,1.67,3.0,0.06,32.83,101.5,2.79,20.6,100,5.4,Monsoon,75.65,145.79,5000.0,5000.0,2025-07-28 16:13:00,monsoon
Nigeria,Ondo,Sector_1,7.0189,5.06628,1.0,1.09,0.08,0.06,17.5,82.24,2.79,45.6,56,4.3,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-09-03 20:46:00,monsoon
Nigeria,Abuja,Sector_3,9.07203,7.49593,5.0,47.09,0.45,0.28,53.36,161.98,163.38,40.4,48,3.5,Monsoon,49.11,448.53,5000.0,5000.0,2025-07-11 18:17:00,monsoon
Germany,Mönchengladbach,Sector_1,51.18034,6.38035,2.0,5.02,12.96,0.44,12.19,156.14,7.23,18.5,100,4.5,Monsoon,532.57,576.43,0.0,1070.65,2025-08-06 09:32:00,monsoon
USA,Charlotte,Sector_3,35.20826,-80.83634,2.0,3.34,4.99,0.67,39.76,135.32,6.08,17.7,82,5.0,Monsoon,60.11,5000.0,5000.0,5000.0,2025-09-25 12:09:00,monsoon
Russia,Khabarovsk,Sector_1,51.64447,136.15989,1.0,0.21,0.09,0.01,39.86,79.46,0.22,-17.5,100,2.8,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-07-02 10:37:00,monsoon
Brazil,Mogi das Cruzes,Sector_2,-23.5552,-46.18188,2.0,1.39,0.04,0.12,34.47,36.44,9.49,31.1,86,6.0,Monsoon,70.19,677.43,1009.65,5000.0,2025-08-22 08:46:00,monsoon
Nigeria,Jos,Sector_3,9.90597,8.90781,5.0,56.12,0.68,0.13,41.55,133.3,190.6,36.3,44,4.7,Monsoon,391.53,5000.0,5000.0,5000.0,2025-08-10 08:09:00,monsoon
Indonesia,Malang,Sector_3,-7.95757,112.6199,1.0,1.01,0.02,0.09,28.3,38.9,5.74,42.8,100,2.2,Monsoon,82.84,552.81,1611.58,5000.0,2025-09-09 08:43:00,monsoon
USA,Milwaukee,Sector_1,43.04766,-87.8928,2.0,0.9,4.34,0.31,47.95,97.18,1.67,8.9,94,4.9,Monsoon,52.24,826.72,1998.71,1070.99,2025-09-26 13:56:00,monsoon
