Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Wind_Direction,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season,Hour,DayOfWeek,Month,Pollution_Source
Brazil,Joinville,Sector_2,-26.322,-48.89074,1.0,4.14,0.35,0.61,112.1,86.23,8.05,39.0,36,4.4,W,1228.99,5000.0,5000.0,5000.0,2024-08-04 10:54:00,summer,10,6,8,Natural
China,Qingdao,Sector_4,36.0445,120.35415,4.0,56.84,26.09,22.31,50.57,504.23,83.27,-0.95,48,1.24,NW,721.82,5000.0,5000.0,5000.0,2025-12-17 21:30:58,winter,21,2,12,Vehicular
Pakistan,Dadu,Sector_3,26.70378,67.77746,5.0,315.1557320272908,38.07169459853463,4.15,222.48,2219.782989537225,409.53,32.8,10,3.1,W,88.4,5000.0,5000.0,275.0,2024-07-21 18:26:00,summer,18,6,7,Burning
Nigeria,Benin City,Sector_2,6.32317,5.61527,1.0,0.76,0.12,0.12,14.6,73.5,2.22,42.4,72,4.7,SE,195.02,5000.0,5000.0,5000.0,2024-09-13 10:24:00,monsoon,10,4,9,Natural
Russia,Barnaul,Sector_4,53.37491,83.80204,1.0,70.59159651658439,6.1,5.94,122.14,231.343934869128,225.8550316665772,-0.2,52,6.8,N,247.46,442.23,2547.0,1144.12,2024-07-31 08:37:00,spring,8,2,7,Industrial
Brazil,São Gonçalo,Sector_3,-22.86239,-43.02967,1.0,1.92,0.11,0.15,29.72,34.9469,9.13,33.2,100,4.8,S,265.35,497.46,5000.0,2005.71,2024-09-14 08:52:00,monsoon,8,5,9,Natural
Bangladesh,Narsingdi,City Center,23.9197152,90.7152981,5.0,93.09741062162392,10.1,2.53,88.61,371.0546992465792,283.4333781464678,26.6,54,4.0,NE,125.48,219.66,2299.0,5000.0,2024-05-25 15:05:00,summer,15,5,5,Burning
Russia,Novokuznetsk,Sector_4,53.75337,87.08712,2.0,127.56907314514687,58.4825,29.99267062143984,36.35,65.82,0.61,-3.0,100,7.6,SE,106.0,597.0,5000.0,1224.1,2024-08-26 17:13:00,monsoon,17,0,8,Industrial
Brazil,Contagem,City Center,-19.9132749,-44.0840953,1.0,8.04,1.19,0.51,76.06,260.16,8.18,38.9,44,3.6,SW,8.02,296.91,5000.0,5000.0,2024-06-05 10:17:00,summer,10,2,6,Natural
Russia,Naberezhnye Chelny,Sector_4,55.75681,52.38369,1.0,6.66,6.17,1.29,40.02,197.28,6.77,-6.33,98,1.14,NW,1104.52,5000.0,5000.0,5000.0,2025-12-17 20:57:11,winter,20,2,12,Natural
Nigeria,Kano,City Center,11.9939978,8.5219738,5.0,87.49,0.96,0.48,44.24,107.32,384.49,35.3,29,5.8,S,250.71,5000.0,5000.0,5000.0,2024-07-05 10:28:00,monsoon,10,4,7,Natural
Indonesia,Ambon,Sector_4,-3.67263,128.19146,1.0,0.99,0.17,0.09,22.44,74.64,1.64,31.2,100,3.3,S,180.81,380.29,5000.0,5000.0,2024-08-20 11:21:00,monsoon,11,1,8,Natural
India,Hyderabad,City Center,17.360589,78.4740613,5.0,34.95,5.66,4.68,57.74,230.88,46.56,31.1,80,4.2,SE,35.98,5000.0,5000.0,5000.0,2024-07-13 08:26:00,monsoon,8,5,7,Natural
Pakistan,Burewala,Sector_4,30.16387,72.70025,5.0,98.28709665263187,3.17,1.94,75.11,271.41501741679974,177.38275181797036,25.3,34,3.9,SE,398.83,5000.0,1173.0,5000.0,2024-07-16 18:09:00,summer,18,1,7,Burning
Nigeria,Sokoto,Sector_4,13.03375,5.29892,5.0,94.02,0.68,0.35,75.15,169.31,278.37,32.16,10,4.81,W,1584.46,5000.0,5000.0,5000.0,2025-12-17 21:23:35,winter,21,2,12,Natural
China,Nanning,City Center,22.8193063,108.3627211,5.0,135.45,5.71,4.98,99.81,326.15,132.79,24.5,55,3.9,E,56.04,5000.0,5000.0,5000.0,2024-04-12 15:24:00,spring,15,4,4,Agricultural
China,Hefei,City Center,31.8665676,117.281428,5.0,144.42607971785657,58.4825,29.99267062143984,0.36,3000.0,464.75,15.6,67,3.1,SW,66.66,1935.0,5000.0,5000.0,2024-08-24 16:29:00,summer,16,5,8,Industrial
India,Allahabad,Sector_4,25.43751,81.84872,5.0,348.5232310595587,38.24747064356077,4.8,65.23,1586.4199776034652,154.4,17.49,33,1.8,N,4.93,5000.0,5000.0,1975.0,2025-12-17 20:41:07,winter,20,2,12,Burning
India,Solapur,Sector_1,17.83096,75.27705,5.0,124.99,12.53,4.87,113.57,620.57,143.61,33.7,20,5.4,NE,574.14,5000.0,5000.0,5000.0,2024-05-21 14:08:00,spring,14,1,5,Vehicular
Russia,Ufa,Sector_1,54.69512,55.91149,1.0,6.73,3.27,0.42,83.18,183.68,7.34,-5.0,84,3.5,NE,993.39,5000.0,5000.0,5000.0,2024-03-31 18:31:00,spring,18,6,3,Natural
Germany,Duisburg,Sector_1,51.46409,6.80724,1.0,19.035,12.852,0.52,58.54,283.184,20.958,21.5,64,5.9,SW,110.97,274.16,477.76,368.47,2024-06-28 11:32:00,summer,11,4,6,Natural
Pakistan,Sialkot,City Center,32.4935378,74.5411575,5.0,432.3,55.64,4.31,57.64,3000.0,547.77,30.3,59,0.4,SW,139.09,5000.0,5000.0,5000.0,2024-07-13 14:48:00,summer,14,5,7,Vehicular
Bangladesh,Tangail,Sector_1,24.23395,89.92223,5.0,63.80603166868354,58.4825,19.224009927922676,67.32,960.42,240.0,25.2,54,3.2,E,176.11,1825.0,5000.0,5000.0,2024-04-05 18:45:00,spring,18,4,4,Industrial
Bangladesh,Bhola,Sector_2,22.12989,90.79822,5.0,31.77,0.41,3.14,79.27,196.77,46.23,31.5,88,6.0,SE,5000.0,5000.0,5000.0,5000.0,2024-07-01 15:50:00,monsoon,15,0,7,Natural
China,Weifang,City Center,36.7070287,119.1557515,5.0,193.92,58.4825,29.93,0.01,1940.2,252.26,1.74,55,3.04,NW,180.48,5000.0,5000.0,5000.0,2025-12-17 20:27:12,winter,20,2,12,Vehicular
Bangladesh,Savār,Sector_2,23.84395,90.29799,5.0,330.9501658425547,36.100567101093326,4.08,146.16,1950.209963037118,175.57,36.4,61,3.4,SW,1131.36,5000.0,5000.0,1839.0,2024-07-21 14:16:00,summer,14,6,7,Burning
India,Amritsar,Sector_4,31.65903,74.85384,5.0,275.1249846118397,14.690669393915904,4.25,59.92,901.641134404808,352.06,17.48,28,1.01,NW,379.09,5000.0,5000.0,2750.0,2025-12-17 20:14:14,winter,20,2,12,Burning
China,Shenzhen,Sector_1,22.56266,114.05894,5.0,85.9721595131192,21.77,29.93,176.38,221.77851957320533,246.2297582557128,35.6,62,2.2,E,26.42,5000.0,1321.0,5000.0,2024-04-12 20:04:00,spring,20,4,4,Burning
Pakistan,Gujranwala,Sector_4,32.13775,74.22463,5.0,61.28416870334122,46.56,4.21,77.03,336.42338246040055,169.76783943231754,36.3,10,1.9,W,975.69,5000.0,2372.0,5000.0,2024-08-02 20:46:00,summer,20,4,8,Vehicular
China,Tianjin,Sector_3,39.10927,117.21095,5.0,267.85,58.4825,25.0,0.02,2097.16,232.87,10.8,75,2.4,SW,16.66,5000.0,5000.0,5000.0,2024-08-18 09:51:00,summer,9,6,8,Vehicular
China,Dalian,Sector_1,38.88909,121.60513,3.0,110.60199629197774,58.44993024148232,23.057298789644413,63.45,374.38,121.38,1.3,82,1.8,N,350.98,595.0,5000.0,5000.0,2024-04-16 11:47:00,spring,11,1,4,Industrial
India,New Delhi,Sector_1,28.63683,77.20848,5.0,75.03,22.8,4.8,20.88,573.75,138.77,23.4,91,2.8,SE,149.1,334.58,5000.0,5000.0,2024-08-21 10:51:00,monsoon,10,2,8,Vehicular
India,Mumbai,Sector_2,19.09523,72.86106,5.0,286.894052649846,32.3213381203816,25.78,215.48,1596.7829741516196,183.41,28.97,42,2.57,NW,530.78,369.93,5000.0,597.0,2025-12-17 20:17:19,winter,20,2,12,Industrial
Germany,Krefeld,Sector_2,51.35978,6.53074,2.0,27.78,22.188,0.73,43.07,471.87200000000007,26.474,22.2,54,5.8,SE,449.9,605.37,22.16,977.52,2024-06-30 13:23:00,summer,13,6,6,Vehicular
China,Nantong,Sector_3,32.0157,120.90115,5.0,155.98,58.4825,29.93,0.0,1720.63,196.12,6.27,72,2.87,NW,0.61,5000.0,5000.0,5000.0,2025-12-17 20:41:56,winter,20,2,12,Vehicular
Brazil,Guarulhos,Sector_3,-23.46894,-46.54215,1.0,4.04,0.11,0.16,76.8,58.61,23.49,27.9,79,5.7,NE,205.7,153.91,5000.0,360.37,2024-05-15 19:54:00,spring,19,2,5,Natural
Nigeria,Ado Ekiti,Sector_4,7.60461,5.21076,1.0,6.51,0.45,0.28,43.16,209.71,12.71,39.5,24,2.7,NE,348.14,5000.0,5000.0,5000.0,2024-03-13 18:21:00,spring,18,2,3,Natural
Nigeria,Kaduna,Sector_2,10.52876,7.41082,5.0,58.07,1.06,0.36,41.31,110.75,209.85,41.8,48,2.5,SE,0.7,5000.0,5000.0,5000.0,2024-08-03 19:30:00,monsoon,19,5,8,Natural
Pakistan,Shikarpur,Sector_2,27.94679,68.65707,5.0,240.09,9.06,7.47,109.84,854.47,376.01,21.21,15,2.22,W,652.82,5000.0,5000.0,5000.0,2025-12-17 21:05:12,winter,21,2,12,Vehicular
Bangladesh,Sirajganj,Sector_3,24.44619,89.67004,5.0,171.16,20.54,4.39,48.45,1023.47,197.33,20.64,65,3.69,NW,252.83,5000.0,5000.0,5000.0,2025-12-17 21:58:47,winter,21,2,12,Vehicular
Germany,Halle,City Center,51.4824354,11.9712985,3.0,17.2,15.68,1.36,18.75,200.6,15.4,13.8,100,6.9,S,371.94,219.36,2995.73,338.74,2024-07-08 13:22:00,monsoon,13,0,7,Natural
China,Ürümqi,Sector_1,43.81815,87.62616,3.0,75.43251187310493,58.4825,22.948748686247427,35.95,219.86,63.58,-6.54,80,3.0,W,369.17,1646.0,451.07,5000.0,2025-12-17 20:19:52,winter,20,2,12,Industrial
China,Hangzhou,City Center,30.2489634,120.2052342,5.0,288.15,58.4825,22.56,0.0,3000.0,309.7,25.7,37,3.0,SW,238.87,5000.0,5000.0,5000.0,2024-06-06 10:33:00,summer,10,3,6,Vehicular
India,Jabalpur,Sector_4,23.18786,79.95291,3.0,48.79,4.48,3.41,71.91,266.5,55.77,15.28,82,1.54,N,963.64,5000.0,5000.0,5000.0,2025-12-17 21:16:49,winter,21,2,12,Natural
Indonesia,Pontianak,Sector_2,-0.00913,109.34044,1.0,164.57196159413445,28.77742327240406,0.13,50.29,1224.0863638387395,3.25,25.99,94,0.265,N,558.07,5000.0,5000.0,1367.0,2025-12-17 21:46:02,winter,21,2,12,Burning
Indonesia,Pontianak,Sector_3,-0.02308,109.3294,1.0,4.665,0.336,0.12,76.06,312.608,6.58,41.5,73,0.6,W,3.96,556.43,893.86,5000.0,2024-07-25 20:00:00,summer,20,3,7,Natural
India,Lucknow,Sector_1,26.86387,80.93467,5.0,98.69,14.39,2.86,42.31,452.33,107.22,20.2,100,3.8,SE,316.7,5000.0,5000.0,5000.0,2024-09-15 13:49:00,monsoon,13,6,9,Vehicular
Bangladesh,Madaripur,Sector_1,23.20356,90.18887,5.0,324.1781244729549,10.41078790819775,4.03,120.39,2107.8124588227133,201.59,34.9,38,5.0,NE,5000.0,5000.0,5000.0,1451.0,2024-03-08 16:19:00,spring,16,4,3,Burning
Brazil,Aracaju,Sector_3,-10.87682,-37.07331,2.0,1.19,0.13,0.09,64.09,73.48,5.88,28.99,61,6.17,NW,245.07,619.09,5000.0,5000.0,2025-12-17 20:57:07,winter,20,2,12,Natural
Indonesia,Bontang,City Center,0.1236548,117.471708,1.0,8.355,6.228000000000001,1.17,28.14,491.616,9.464,35.8,73,2.4,NE,371.83,459.26,1357.95,5000.0,2024-04-16 18:15:00,spring,18,1,4,Vehicular
Russia,Penza,Sector_2,53.17798,44.9682,2.0,15.765,7.788,1.73,47.14,373.024,15.413999999999998,3.7,100,3.2,NE,617.65,535.09,718.04,409.44,2024-05-10 18:28:00,spring,18,4,5,Natural
Germany,Dresden,Sector_2,51.04192,13.72002,3.0,39.66,20.26,1.04,41.31,365.96,36.74,12.1,54,3.6,NE,114.65,213.71,5000.0,71.74,2024-03-16 09:30:00,spring,9,5,3,Vehicular
Pakistan,Islamabad,Sector_2,33.69007,73.09009,5.0,167.34,25.93,2.81,94.88,1204.69,312.06,24.7,36,1.9,N,786.52,5000.0,5000.0,5000.0,2024-04-27 08:52:00,spring,8,5,4,Vehicular
Brazil,Ananindeua,Sector_3,-1.40949,-48.42664,1.0,3.05,0.36,0.15,60.27,140.35,5.65,43.4,57,5.4,NE,129.46,131.0,5000.0,5000.0,2024-03-29 14:37:00,spring,14,4,3,Natural
USA,Columbus,Sector_1,39.98198,-83.02493,2.0,8.49,8.45,2.91,68.64,169.69,9.99,5.05,59,5.14,N,223.39,966.04,5000.0,976.39,2025-12-17 20:07:20,winter,20,2,12,Natural
USA,Oakland,City Center,37.8044557,-122.271356,2.0,1.8,1.4,0.47,60.79,88.75,4.53,14.5,89,2.68,W,8.92,581.92,1655.75,5000.0,2025-12-17 21:32:44,winter,21,2,12,Natural
USA,Seattle,Sector_1,47.57535,-122.32674,2.0,342.487797166575,13.287243332822367,0.27,72.35,2268.519521969529,1.41,14.0,100,8.6,SE,81.61,0.0,5000.0,119.0,2024-08-20 11:00:00,monsoon,11,1,8,Vehicular
Indonesia,Jakarta,City Center,-6.1754049,106.827168,1.0,0.88,0.47,0.11,52.88,127.17,1.91,36.4,82,5.2,NE,344.52,669.14,5000.0,559.56,2024-05-12 13:56:00,spring,13,6,5,Natural
Germany,Cologne,Sector_4,50.93053,6.97878,2.0,12.87,26.48,1.29,12.11,280.55,16.25,8.86,80,2.06,NW,5.92,185.64,2032.28,478.42,2025-12-17 20:18:27,winter,20,2,12,Vehicular
Bangladesh,Bhola,Sector_3,22.12799,90.79821,5.0,81.46,0.68,3.81,136.37,338.56,87.45,21.57,65,4.48,NW,5000.0,5000.0,5000.0,5000.0,2025-12-17 20:11:07,winter,20,2,12,Natural
Nigeria,Suleja,Sector_4,9.23492,7.1806,5.0,87.85,0.93,0.53,74.2,295.93,263.23,32.8,18,1.71,NW,1978.1,5000.0,5000.0,5000.0,2025-12-17 21:34:38,winter,21,2,12,Natural
China,Wuxi,Sector_2,31.60753,120.28413,5.0,240.3,58.4825,26.02,0.0,1719.56,281.52,7.45,66,3.3,NW,35.9,759.87,1253.06,5000.0,2025-12-17 21:17:58,winter,21,2,12,Industrial
India,Thane,City Center,19.3592411,73.3708245,5.0,252.62,8.01,26.74,265.655,1006.72,374.08,33.8,32,1.1,NE,97.19,5000.0,5000.0,5000.0,2024-05-11 12:52:00,spring,12,5,5,Vehicular
Russia,Kaliningrad,Sector_4,54.69366,20.47481,3.0,53.28017012497133,30.499867488302502,19.433879483065244,20.95,145.86,22.54,9.4,100,4.0,SE,34.92,1705.0,5000.0,835.76,2024-09-17 09:42:00,monsoon,9,1,9,Industrial
Russia,Naberezhnye Chelny,City Center,55.7419774,52.399207,1.0,6.66,6.17,1.29,40.02,197.28,6.77,-6.55,98,1.14,NW,159.57,243.31,5000.0,654.38,2025-12-17 21:25:30,winter,21,2,12,Natural
Nigeria,Ilora,City Center,7.8,3.9,2.0,12.09,3.35,1.41,67.4,392.87,37.69,41.3,25,1.7,NE,257.78,5000.0,5000.0,5000.0,2024-04-20 12:36:00,spring,12,5,4,Natural
USA,New Orleans,Sector_4,29.93569,-90.04916,2.0,3.47,1.31,0.33,103.92,184.58,8.25,28.0,77,4.9,NE,109.35,791.33,5000.0,5000.0,2024-03-17 08:14:00,spring,8,6,3,Natural
Russia,Arkhangelsk,Sector_1,64.5533,40.51914,1.0,1.21,2.47,0.09,32.51,212.28,1.83,7.2,90,3.0,NE,250.64,155.78,5000.0,46.21,2024-05-27 08:19:00,spring,8,0,5,Natural
Nigeria,Bida,City Center,9.083333,6.016667,4.0,87.8981060564125,1.43,0.87,35.05,345.0402937848946,203.2820638510549,43.7,38,2.2,SE,231.97,5000.0,458.0,5000.0,2024-07-26 14:14:00,summer,14,4,7,Burning
Russia,Kaliningrad,Sector_3,54.68827,20.44327,3.0,348.9657134399297,17.252574571032724,3.51,19.34,1910.9015598943065,25.16,9.3,100,4.0,SE,1267.86,224.16,5000.0,683.0,2024-09-17 17:15:00,monsoon,17,1,9,Vehicular
India,Chennai,Sector_1,13.07154,80.284,4.0,200.91725550716825,15.631986482342526,6.8,177.42,1571.202696945938,96.43,28.2,68,4.0,N,119.45,247.54,5000.0,262.0,2024-05-28 19:58:00,spring,19,1,5,Industrial
Germany,Münster,Sector_1,51.96316,7.59806,2.0,33.495,24.708,2.58,24.25,755.104,34.818,26.6,55,3.5,N,84.43,546.57,770.65,593.44,2024-08-14 13:07:00,summer,13,2,8,Burning
Bangladesh,Rajshahi,Sector_3,24.66996,89.03257,5.0,311.87,29.78,8.65,85.62,1921.23,376.95,32.3,32,3.8,N,5000.0,5000.0,5000.0,5000.0,2024-04-28 11:15:00,spring,11,6,4,Agricultural
Indonesia,Dumai,Sector_4,1.66271,101.4885,2.0,55.6376389249085,1.35,0.28,5.66,383.1595833447914,270.7939700348448,31.0,100,2.9,S,262.64,5000.0,1890.0,5000.0,2024-09-12 15:40:00,summer,15,3,9,Agricultural
Germany,Bochum,Sector_3,51.46272,7.25961,1.0,326.39616189347896,35.804723373474765,0.64,41.45,1669.113855433449,7.75,9.0,82,3.18,W,17.39,184.59,413.81,2116.0,2025-12-17 20:51:37,winter,20,2,12,Industrial
Pakistan,Mardan,Sector_3,34.22873,72.07574,5.0,379.3,10.51,6.88,202.66,1889.41,426.02,34.1,10,3.1,SE,599.17,5000.0,5000.0,5000.0,2024-06-26 17:05:00,summer,17,2,6,Vehicular
Pakistan,Tando Adam,Sector_2,25.7763,68.6538,5.0,245.51,15.4,5.35,87.04,946.91,383.85,20.47,17,1.72,NW,671.7,5000.0,5000.0,5000.0,2025-12-17 20:10:43,winter,20,2,12,Vehicular
USA,New Orleans,City Center,29.9559145,-90.0730259,2.0,91.43863903995928,0.98,0.31,49.59,390.417700510577,280.54573409377207,25.7,100,6.1,SE,8.27,68.97,392.0,5000.0,2024-08-11 14:33:00,spring,14,6,8,Burning
Germany,Duisburg,Sector_3,51.43723,6.6903,1.0,16.830000000000002,12.636,0.82,58.61,534.672,22.736,25.7,58,4.5,SW,90.51,241.94,9.25,383.81,2024-08-23 11:54:00,summer,11,4,8,Vehicular
USA,New York,Sector_3,40.72388,-74.04845,2.0,19.8,11.32,1.11,76.03,301.13,26.15,7.0,65,5.2,E,130.89,225.19,5000.0,1759.64,2024-04-06 13:58:00,spring,13,5,4,Natural
Brazil,Porto Alegre,Sector_3,-30.03492,-51.24179,1.0,0.61,0.11,0.12,33.15,34.9469,1.83,28.0,87,3.5,S,99.33,117.76,1150.01,5000.0,2024-08-18 15:47:00,monsoon,15,6,8,Natural
Indonesia,Padang,Sector_2,-0.92986,100.3753,1.0,4.62,0.192,0.09,70.38,361.456,5.768,42.2,67,4.4,SW,396.43,1012.87,144.94,5000.0,2024-08-07 11:47:00,summer,11,2,8,Natural
Nigeria,Ebute Ikorodu,Sector_1,6.62816,3.45691,1.0,203.56345240812163,17.573411169213035,0.1,39.59,1463.7239928286876,13.92,29.24,64,4.72,NW,815.19,5000.0,5000.0,2856.0,2025-12-17 21:03:23,winter,21,2,12,Burning
Bangladesh,Gazipur,Sector_1,23.98524,90.41008,5.0,165.77,13.37,2.23,134.56,988.71,198.08,34.1,44,3.0,SW,460.64,5000.0,5000.0,5000.0,2024-07-14 19:57:00,summer,19,6,7,Vehicular
Indonesia,Serang,Sector_4,-6.13001,106.15812,1.0,0.5,0.11,0.09,16.18,39.48,0.96,35.7,100,4.4,SE,237.26,5000.0,5000.0,5000.0,2024-09-14 08:57:00,monsoon,8,5,9,Natural
Germany,Wiesbaden,City Center,50.0820384,8.2416556,2.0,238.0269521259109,17.0818015117829,1.01,27.51,1961.3363634020263,9.23,7.9,100,2.4,S,325.06,111.5,5000.0,1453.0,2024-08-08 19:26:00,monsoon,19,3,8,Vehicular
Germany,Halle,Sector_4,51.49323,11.97218,3.0,13.66,17.61,1.77,25.67,187.21,18.79,11.0,100,8.6,E,94.16,1024.44,2005.6,473.8,2024-07-21 19:56:00,monsoon,19,6,7,Natural
Nigeria,Ifẹ,Sector_3,7.48322,4.55135,2.0,223.1781401296817,37.66466916067213,1.5,59.4,2062.572857859542,29.92,41.2,19,2.5,NE,22.17,5000.0,5000.0,1220.0,2024-03-31 10:36:00,spring,10,6,3,Burning
Indonesia,Sukabumi,City Center,-7.0764509,106.7346608,1.0,2.91,0.13,0.14,69.89,107.09,10.58,41.0,58,1.9,W,5000.0,5000.0,5000.0,5000.0,2024-08-02 12:28:00,summer,12,4,8,Natural
Nigeria,Nguru,Sector_1,12.87277,10.42242,5.0,140.04819652610823,31.77784694314443,0.35,45.77,1608.2628123449822,391.59,37.6,57,5.5,SE,178.27,5000.0,5000.0,1588.0,2024-08-29 16:27:00,monsoon,16,3,8,Vehicular
Brazil,São Vicente,Sector_4,-23.95099,-46.42824,1.0,4.19,0.11,0.15,100.27,107.06,31.59,39.7,60,3.1,W,1389.63,5000.0,5000.0,5000.0,2024-06-20 11:56:00,summer,11,3,6,Natural
Indonesia,Surabaya,Sector_2,-7.23057,112.74425,1.0,99.41778863910736,58.4825,22.1765550177439,68.17,124.76,9.55,36.9,71,2.3,SW,75.36,2404.0,5000.0,1474.89,2024-08-30 11:41:00,summer,11,4,8,Industrial
Germany,Kiel,Sector_1,54.35645,10.13829,3.0,53.28,37.848,2.02,11.83,654.72,80.30399999999999,14.5,77,3.0,E,250.85,255.04,1882.99,86.12,2024-05-19 14:37:00,spring,14,6,5,Industrial
Russia,Tver,Sector_4,56.89501,35.89289,2.0,348.51531983073414,24.2867525092636,0.92,124.89,2142.9259818841865,11.074,19.1,70,3.1,SW,688.89,26.5,834.94,202.0,2024-08-29 18:32:00,summer,18,3,8,Burning
USA,Tulsa,Sector_1,36.14514,-96.04076,1.0,8.89,10.07,0.09,30.65,215.93,10.69,6.34,90,2.57,NW,395.32,698.05,5000.0,5000.0,2025-12-17 21:22:39,winter,21,2,12,Natural
Bangladesh,Manikganj,Sector_3,23.83972,89.97478,5.0,151.51,14.53,5.93,79.43,827.71,170.34,19.94,57,3.31,W,849.92,5000.0,5000.0,5000.0,2025-12-17 21:39:55,winter,21,2,12,Vehicular
USA,Chicago,Sector_3,41.87311,-87.64169,2.0,11.31,12.47,0.28,34.86,262.99,12.21,2.03,88,3.09,N,77.73,49.61,5000.0,1031.11,2025-12-17 20:47:43,winter,20,2,12,Natural
Indonesia,Padang,City Center,-0.9247587,100.3632561,1.0,0.74,0.11,0.09,27.44,79.82,1.45,30.7,100,3.9,SE,86.44,89.29,1506.1,5000.0,2024-07-12 08:55:00,monsoon,8,4,7,Natural
Pakistan,Islamabad,Sector_4,33.70597,73.041,5.0,151.37,29.6,2.92,78.68,1239.19,342.19,22.7,65,2.7,NE,51.4,5000.0,5000.0,5000.0,2024-03-05 20:35:00,spring,20,1,3,Vehicular
USA,Las Vegas,Sector_4,36.14832,-115.15311,3.0,14.68,4.46,0.25,52.62,121.8,53.04,8.66,47,3.6,W,45.8,166.14,5000.0,658.62,2025-12-17 21:53:29,winter,21,2,12,Natural
Nigeria,Ifẹ,Sector_2,7.48967,4.52825,2.0,11.68,2.52,1.82,45.74,308.71,21.13,34.07,30,2.22,W,161.1,5000.0,5000.0,5000.0,2025-12-17 20:10:42,winter,20,2,12,Natural
Pakistan,Kasur,Sector_1,31.15582,74.43079,5.0,314.5018299213915,28.24850609152021,5.67,82.6,1176.867818717696,444.29,18.35,22,2.3,W,210.54,5000.0,5000.0,2463.0,2025-12-17 21:55:32,winter,21,2,12,Burning
Indonesia,Ambon,Sector_1,-3.71977,128.20974,1.0,2.61,0.24,0.1,45.91,169.04,4.08,24.72,95,2.06,NW,186.59,5000.0,5000.0,5000.0,2025-12-17 21:24:43,winter,21,2,12,Natural
Brazil,Campo Grande,Sector_1,-20.44634,-54.62715,2.0,7.91,0.33,0.12,31.74,84.28,11.4,32.7,97,3.5,SE,18.67,5000.0,5000.0,5000.0,2024-09-26 15:53:00,monsoon,15,3,9,Natural
USA,Milwaukee,Sector_2,43.06839,-87.89791,2.0,5.61,9.048,0.63,119.19,370.656,7.951999999999999,15.9,70,4.1,W,1.18,349.35,2352.32,5000.0,2024-06-08 18:18:00,summer,18,5,6,Natural
Germany,Erfurt,Sector_2,50.98959,11.01626,3.0,76.70698809087483,34.53856008504008,29.99267062143984,11.89,812.432,60.746,12.3,85,3.4,N,295.62,1170.0,814.43,349.75,2024-05-20 15:10:00,spring,15,0,5,Industrial
Russia,Tyumen,Sector_1,57.18186,65.55374,1.0,2.94,5.99,1.83,72.26,150.4,3.4,-11.1,72,4.5,NE,23.17,396.49,5000.0,1401.62,2024-04-23 11:07:00,spring,11,1,4,Natural
Bangladesh,Chuadanga,Sector_2,23.63341,88.84701,5.0,136.72,44.67,29.48,28.49,1389.45,227.05,29.6,67,5.3,SE,1067.64,5000.0,5000.0,5000.0,2024-07-17 11:55:00,monsoon,11,2,7,Vehicular
Russia,Perm,Sector_4,57.98553,56.21534,1.0,6.55,7.61,0.73,69.84,311.86,7.67,-1.7,64,2.7,SW,129.63,804.18,5000.0,105.59,2024-07-09 14:23:00,summer,14,1,7,Natural
Nigeria,Ibadan,Sector_4,7.39702,3.88471,1.0,9.37,0.7,0.63,53.51,319.87,20.77,40.5,40,5.4,NE,195.19,5000.0,5000.0,5000.0,2024-04-20 14:39:00,spring,14,5,4,Natural
Russia,Magnitogorsk,Sector_2,53.41637,58.9436,2.0,158.79177268485614,10.41228368605864,0.81,45.64,2271.010229728374,1.42,-4.2,100,5.7,S,904.93,1167.12,5000.0,440.0,2024-09-28 20:32:00,monsoon,20,5,9,Vehicular
Pakistan,Shikarpur,City Center,27.9579085,68.6467484,5.0,112.47,7.9,6.12,73.66,250.2,132.67,29.4,26,3.9,S,164.06,5000.0,5000.0,5000.0,2024-08-21 14:12:00,monsoon,14,2,8,Natural
India,Varanasi,Sector_4,25.35624,83.00576,5.0,135.28,7.12,3.92,89.47,548.16,158.66,16.2,35,1.63,W,21.22,5000.0,5000.0,5000.0,2025-12-17 21:20:41,winter,21,2,12,Vehicular
India,Varanasi,Sector_4,25.35624,83.00576,5.0,184.53,7.01,2.92,158.49,959.93,281.91,28.2,10,2.5,SW,21.22,5000.0,5000.0,5000.0,2024-07-04 18:43:00,summer,18,3,7,Vehicular
Russia,Yaroslavl,Sector_1,57.63678,39.86516,1.0,5.19,6.07,1.14,102.14,167.41,5.12,5.5,78,3.8,NE,106.73,535.23,5000.0,541.86,2024-05-20 13:15:00,spring,13,0,5,Natural
Brazil,São Gonçalo,Sector_4,-22.85164,-43.03469,1.0,9.05,0.11,0.24,89.96,118.5,28.75,39.5,42,5.3,SW,930.63,5000.0,5000.0,5000.0,2024-08-19 12:37:00,summer,12,0,8,Natural
Indonesia,Metro,Sector_1,-5.10449,105.31778,1.0,0.62,0.11,0.1,24.03,86.62,1.32,31.0,100,4.6,SE,10.79,5000.0,5000.0,5000.0,2024-09-15 14:30:00,monsoon,14,6,9,Natural
Nigeria,Ondo,Sector_4,7.04876,5.06294,1.0,2.68,0.12,0.1,24.31,137.48,4.97,32.9,35,2.53,NW,5000.0,5000.0,5000.0,5000.0,2025-12-17 21:24:14,winter,21,2,12,Natural
