longitude,latitude,location_id,location_name,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,roads,dump_sites,agricultural_fields,wind_speed,wind_direction,Air Quality
73.246994,9.850338,11310205758,Lucknow,29.9144551,60.807386,10.46378532,21.30950185,24.83850848,18.07199648,1.429251681,12.13843294,44.8393423,3.238648683,7.692140626,1.402173061,304.0136679,Good
87.363351,30.43822,2333518177,Kanpur,30.62175158,85.67468698,44.71311361,20.32243374,36.24565505,11.37124717,1.442171821,6.71096516,31.19867111,3.440433805,9.01681644,1.423611095,263.9706212,Good
84.819761,16.979366,11671983302,Patna,38.57566673,67.69398985,0,65.62297746,21.7585986,5.064748312,0.519222796,10.50133138,13.42518451,0.949849678,7.893075028,1.72105205,75.39351768,Good
86.804815,9.132584,6696114357,Ranchi,29.11810809,56.24141553,4.347690156,37.39719079,22.04446796,8.663379,0.700250879,12.53377333,34.61966445,3.150189217,10.51718512,0.472349826,119.5950479,Good
77.968017,29.534533,3681082978,Bhubaneswar,17.27349963,119.8417265,18.19556806,58.46634678,14.56010447,18.67064801,2.514565676,8.215986511,19.49631791,1.821710837,0,1.107806007,297.3238941,Good
90.322269,17.596445,8297496267,Visakhapatnam,29.78004418,65.56754475,41.7082769,46.61045477,10.27439295,11.34981425,2.830428185,3.603293041,28.69853373,4.788277866,9.821159872,0.724018746,204.6692433,Good
71.758653,28.942278,9391153034,Vijayawada,30.00639027,58.21491401,20.81135305,22.50088959,28.28787572,4.59653061,0.802966458,8.284738863,46.60193619,2.136825433,4.455626839,1.747012274,149.7461696,Good
84.562965,28.521977,1886299563,Guntur,42.58739165,70.00872336,47.71286581,9.555823318,32.25446286,12.85235652,1.469272637,6.618480098,23.2037159,2.422211388,8.045181408,1.035750678,216.8958531,Good
75.988136,23.508819,1695268291,Warangal,29.76553319,71.63222058,16.42957457,30.62673359,54.55926939,13.14711133,1.852529012,10.01912547,26.93460023,3.864665747,4.606715598,1.989926145,123.2400824,Good
83.300687,30.543821,1750385711,Nizamabad,23.56258454,75.86171295,0,44.74536391,15.00725199,8.060064891,0.718259691,18.65350345,13.10195609,2.033608427,9.967387143,1.974858562,301.9013795,Good
77.385478,24.850111,13434024147,Nagpur,27.88650942,91.48346532,55.10515691,35.92672025,29.58688592,8.181750417,1.00336758,12.91080741,42.59565156,0.758997541,5.120105619,1.022626785,168.6835893,Good
90.924841,16.312469,7799420254,Indore,30.45312632,85.07706561,0,7.053677408,39.70850357,6.901426172,0.810384083,6.678648684,26.26604882,4.236778028,9.150924808,2.064556122,297.1741749,Good
93.846883,29.289344,13048516725,Bhopal,36.38624986,59.16566048,16.49356282,3.13806075,25.003184,16.15162849,1.573627029,13.17977362,18.19836737,2.732886362,1.029844026,1.214395069,285.1724579,Good
89.534855,25.085055,6573683316,Noida,28.57757561,78.80526132,0,0,32.80259782,24.70130386,0.956188199,12.8566855,29.97965955,0.115103275,1.466321534,1.151124611,112.6526668,Good
73.091928,8.369091,11442680622,Gurgaon,21.18825243,43.22274749,0,35.42241584,27.07709217,6.590115829,1.610381858,12.19750353,33.46682954,1.84664593,9.163054487,0.363683065,139.7096143,Good
75.97114,34.147681,901074434,Chennai,28.6678197,50.46687579,8.810364248,0,46.57343856,3.07172418,2.366311563,8.571926053,35.16453654,1.322654208,6.471850295,1.663399122,273.7523211,Good
94.661384,23.823665,3900596949,Bengaluru,35.23271989,64.23320944,6.710133894,0,32.45901882,19.36428457,2.382622305,9.538397663,21.92649418,0,9.587563084,0,122.2760476,Good
80.679384,33.190191,7906508735,Hyderabad,28.51161952,68.96997095,24.63276807,33.90433088,2.59753079,10.75154924,0.282554112,11.08368271,24.02807092,0,2.652088224,0.678273025,353.0422806,Good
95.294232,33.599368,2033289213,Mumbai,31.34343488,75.52966682,64.40500137,27.51436241,34.80609502,16.14966127,0.797586642,13.76417935,15.42530137,3.327653854,0.025437579,1.623646818,454.1938795,Good
79.381099,20.904033,6070838504,Delhi,28.58782739,66.0078781,44.58582632,21.15274959,45.61924573,12.1836377,1.32528542,6.479065468,20.27123467,1.124523251,4.384325462,0.744807882,74.41832422,Good
95.601465,22.72214,5321018786,Pune,44.1401056,53.7452679,28.48110304,46.29670438,33.54521067,10.16057684,1.368682508,10.06806233,32.19800746,1.65037576,0,0.760720273,0.820621884,Good
94.846431,20.056877,7440264332,Kolkata,25.53242171,70.5972693,35.84594671,78.69581072,21.68108257,16.88180898,1.667216285,13.12374708,35.27753882,0.581659794,0,1.389605999,93.96766812,Good
87.15528,21.033666,9165769898,Coimbatore,23.42574325,49.98152422,28.97913,71.25708707,22.98926095,15.3947155,1.444282866,3.768422494,36.8543842,0.458735331,5.775627383,0.862741221,308.1908575,Good
68.255984,33.959268,7226566199,Madurai,22.90210967,76.2654329,0,16.19690818,0,27.50914192,1.800791253,5.657430537,18.36501926,1.312888542,8.373818729,0,152.2681498,Good
79.609706,30.856176,12218259788,Trichy,41.93221399,52.0993811,26.18079818,90.22862065,33.56597781,11.64908656,1.776806172,6.983564334,42.47059672,1.450225782,0,0.822561283,27.91869301,Good
94.425819,11.669245,13876179839,Salem,28.12892305,65.96463679,64.96756619,49.09965313,29.81740517,10.60956902,0.921885829,0.541424859,30.67307625,3.152664274,5.289959102,0.706700141,243.6049097,Good
93.668198,25.698926,12321211957,Erode,29.45999644,96.78724932,66.19346196,56.30574106,34.84213057,0.226253789,1.862193246,9.795869484,35.57778884,2.722008653,7.386801829,3.318271872,162.1236886,Good
73.434246,36.881293,13038023953,Tiruppur,36.31960739,62.60624828,50.84294205,55.75513824,30.84538583,24.09822931,1.01722547,6.671082299,31.65965796,3.275524621,6.365343877,2.176129269,73.88867731,Good
79.576292,25.27097,12520326572,Kochi,22.34759616,74.95410303,20.70967863,44.94237421,26.86367729,7.890574525,1.459207179,8.538506538,26.51534332,1.729977069,4.186561255,1.82980472,202.8436167,Good
92.229788,30.790277,13403263784,Thiruvananthapuram,45.20242,72.61765701,4.262248204,102.9753349,31.34535284,18.62012266,1.823479652,10.68851162,34.87408996,0.448194615,7.068280259,0.069080262,147.3284687,Good
84.758458,30.302783,7078481833,Ahmedabad,25.13915854,75.73609738,34.99142053,43.25911039,30.06160591,5.738400203,1.357596127,11.76461444,40.16597651,0.384460663,0,0.551707369,331.1167481,Good
92.571678,18.159208,1084096006,Surat,38.19347092,55.41543359,34.06026109,80.16799784,31.3624766,22.09981686,2.045537784,5.140516328,27.65882941,2.069170483,6.083958843,1.877959796,235.1932721,Good
91.970454,18.78363,12192899771,Vadodara,10.26792675,49.26418036,0,34.91938896,29.58593977,12.91794873,0.976457704,10.87353882,36.66994619,0.22994572,0.216157053,1.138278331,443.6249526,Good
94.316978,28.998216,9180791076,Jaipur,41.45525512,78.99984535,0,54.32389828,22.54465968,4.442268933,0.329305255,8.804590435,23.28488178,2.157111822,0,1.27545285,0,Good
71.399397,22.499522,6757357417,Lucknow,37.33948357,78.34192453,13.71355921,45.48392147,17.20307328,11.2171417,1.934158809,0,25.10096824,1.987327974,4.961249622,2.314421172,4.233813779,Good
72.211239,24.546551,2850896743,Kanpur,25.84187902,39.70707855,75.83108234,23.41935312,22.68708211,10.20997897,1.847580706,9.691067048,55.87677172,2.666865429,3.956164616,0.685309866,114.41635,Good
70.401462,28.674268,3797745770,Patna,19.91730662,70.7025187,50.59385834,13.40795972,18.93764544,22.86162765,0.72112484,0.95161227,18.08415634,0,7.13815185,0.847257619,140.498147,Good
95.122796,30.549676,10358247542,Ranchi,37.77671642,59.11410952,50.30292604,71.35568365,22.51175318,16.57848794,1.368073418,11.77801019,13.92198935,0,4.232622659,0.420927501,95.73716125,Good
81.779709,15.873981,5549995358,Bhubaneswar,28.54377761,81.48186596,9.234454896,7.666941572,23.57010291,4.429054123,0.990068087,2.59733423,30.23873109,1.20871939,9.305834763,0,91.91325274,Good
69.865433,12.257019,12957243753,Visakhapatnam,42.21654516,55.17932838,15.17648637,0,13.43959208,23.11463868,1.593535853,8.917838875,12.68078808,2.531131185,10.02014552,2.066135182,274.3220869,Good
77.324367,16.462045,2478914871,Vijayawada,22.42222137,75.03326757,46.57006323,0,15.74783949,17.79760694,1.978541504,2.830491051,37.45307554,2.155504903,8.613473253,0.626258243,270.8334407,Good
78.190967,22.718611,5914073435,Guntur,35.69727535,64.50259869,24.00601844,12.44907574,43.92587437,9.663160143,0.996611037,5.843863895,30.80841135,3.093761859,0.702762743,2.629643269,220.1219258,Good
91.477235,17.922098,13680603115,Warangal,33.15857983,68.53042218,24.0583257,26.09235129,37.48484506,10.56937246,1.919018764,6.864216654,31.49321038,0.873335719,10.24102837,0.465461683,124.6306673,Good
89.32883,24.48252,6152040945,Nizamabad,27.90176675,64.46113184,48.47672397,21.50017882,41.30701422,4.03113758,1.592628219,5.626895395,33.7337719,1.996873271,5.115333863,2.09761065,74.99601498,Good
87.992224,9.550506,8533113283,Nagpur,33.96625254,57.88386881,27.3023524,0,20.40972335,9.970725056,2.491115104,8.798879178,46.00086057,2.333766048,4.248256476,2.380809483,239.4630112,Good
68.634043,22.782762,9878778952,Indore,25.69682288,77.52858302,13.22987041,0,36.65337239,19.46556166,2.503835393,9.961663223,27.07473608,3.210195283,8.870624587,2.460652233,166.8794609,Good
94.410178,18.671562,11175645425,Bhopal,28.90669872,58.7304243,42.05182393,0,35.02863398,15.37507216,1.819639033,8.934290243,44.79085144,3.262957944,3.426132947,0.662854293,41.03867283,Good
74.251103,23.505336,11817542918,Noida,33.72923791,54.22002805,61.00808093,66.21872588,18.20968763,9.136609584,1.509207528,11.63285219,45.55017801,0,4.505752053,0.923680775,0,Good
86.242781,20.253467,1422074791,Gurgaon,26.75712134,76.85022732,13.71306853,0,56.34818758,12.78043916,1.561127206,4.461214512,32.14018192,1.78546915,0,0.274574345,293.399518,Good
69.792752,16.24255,11223558672,Chennai,43.09856278,75.88975207,61.6918136,25.88855873,26.26266504,19.43365861,2.408177501,13.14219815,18.94464416,1.924141231,6.73192991,0.928796807,232.054627,Good
70.364257,34.219129,8047020622,Bengaluru,35.5408527,85.96376215,81.92784497,21.15153186,13.28100949,13.5230104,2.528884566,6.708154634,36.37745685,3.011653041,6.410235226,1.143973604,34.44477047,Good
68.277742,13.358185,4371313500,Hyderabad,14.67119825,52.44956371,9.837119896,60.06716153,26.09416193,6.446631696,1.013561447,10.81079978,43.05452977,3.535928229,7.960016359,0,120.6077827,Good
84.411902,27.759602,6176432111,Mumbai,43.12067254,87.85196429,0,28.62040722,30.83189448,4.485412949,0.239068823,8.791715081,21.71491438,0.901965044,4.369351249,1.030493897,172.2360379,Good
86.25201,34.814697,13858148885,Delhi,24.07374151,66.58073981,0,38.61969473,0,8.298170035,2.002100569,4.60083869,36.67161376,3.667531022,0,1.016218611,0,Good
69.463407,23.621429,7511894681,Pune,29.2253739,69.95707782,0,82.63371775,30.04859094,3.784720796,2.300378047,1.936600096,17.32578472,0,12.42539453,1.406623578,272.9761261,Good
76.424062,33.415846,9002896473,Kolkata,32.04551815,79.16408972,26.10068124,37.52554233,28.2355878,5.724151106,1.474668871,9.424130886,30.64711519,0,0.668532071,2.012353125,127.3410523,Good
92.692178,11.620693,2211531095,Coimbatore,33.95421197,52.76226726,0,7.128689985,24.8804587,5.268005364,2.206751021,9.083729334,47.93256167,2.596245702,0,1.990722806,0,Good
70.937943,22.319874,10722325324,Madurai,31.57146253,57.79314969,97.79067037,69.39949234,19.60385162,9.606003448,1.633706371,11.55842193,29.83775281,0.558256444,3.013258812,1.134767328,359.6364797,Good
74.279868,21.253733,7448338978,Trichy,32.89878466,57.81326351,45.90296115,19.58211041,36.19034526,31.0173377,1.304174813,11.33476332,22.13616443,1.859542718,5.805283287,0.982061248,544.778986,Good
80.307345,8.235445,12658537233,Salem,27.95805624,79.37144798,0,41.91863414,38.74754491,6.3774891,0.129292338,8.294252047,29.71874996,3.052046661,13.2096427,0.831640791,44.56287743,Good
92.425949,20.854463,10669264612,Erode,22.17040402,73.20997993,40.03415352,15.25460233,35.05500782,14.38732662,1.5237397,5.168683065,24.75653041,0,6.575954547,1.159644844,202.0084398,Good
75.390623,18.701863,1192130074,Tiruppur,33.41329542,76.18542299,19.55677858,31.46390762,12.87165636,5.924773138,1.527693135,5.771392809,38.1006805,1.080496768,6.503150734,1.232465531,286.0682397,Good
96.916973,27.424163,8922924834,Kochi,36.08047782,81.07010731,0,62.70520745,42.66244184,6.744295367,1.629364225,5.21059687,10.17444016,0.966309179,3.676283829,0.851982235,29.097227,Good
78.302593,35.211564,6379487394,Thiruvananthapuram,25.08663382,69.89629707,0,44.96039145,34.06908201,29.83461287,2.114867325,9.31379583,23.38036847,2.438458642,6.915311471,0.724086214,291.7124977,Good
79.207011,10.487942,4230578661,Ahmedabad,20.61518814,66.19735973,42.69059874,22.29311934,25.04112463,9.521884923,1.043806894,12.68193399,19.42516143,2.473266757,7.240628477,0.372745582,184.6215599,Good
71.54108,17.496815,1724161611,Surat,23.90123855,92.11666886,0,12.30246778,14.70172165,0,2.369097319,10.3981724,30.94287377,1.083427083,9.086593816,0.473149213,293.2056099,Good
87.725739,20.877877,10384231572,Vadodara,24.15096151,59.8562498,49.71933792,53.69618911,33.21357745,2.166181575,1.256172139,9.001861243,21.10317149,3.974419421,0,0.509858783,96.81354631,Good
75.06049,21.200376,5698916576,Jaipur,10.88856804,47.94259197,45.101444,30.96249973,43.12813792,23.09782386,1.736618452,9.567583488,30.20346189,0,0.483276122,1.219640482,266.4393856,Good
86.23716,30.469482,11957255122,Lucknow,31.96928841,55.92649882,55.93903323,70.56805729,36.6738632,18.61588409,1.194736198,12.32743625,30.9972164,2.749023098,7.060442911,1.040331566,44.00312766,Good
74.471574,20.858474,11859796566,Kanpur,29.46803916,85.70942327,8.06029326,54.50130185,34.63215136,8.221963704,2.258557892,7.147552162,44.55786455,2.638620656,5.635516042,0.421834228,160.3040621,Good
79.248296,8.787678,2065764094,Patna,28.64984722,50.12861922,15.83336765,8.213997839,33.09690736,21.17037753,0.830109127,14.63018563,28.26965438,0.629369205,8.526571358,0.778048242,161.2871565,Good
92.843491,28.593019,13086720320,Ranchi,27.30089997,57.12665882,48.52885213,22.32810433,12.54306851,15.07842839,0.841759308,4.260986384,41.40640697,0.313799492,0,1.641100255,127.8128337,Good
89.428271,33.660061,9929481692,Bhubaneswar,28.55636747,65.08637096,31.43384372,9.607237776,42.14222173,0,1.743078046,10.75766201,21.99438762,0.559911092,9.49603344,0.338654323,82.18104066,Good
72.483136,22.903237,3493593206,Visakhapatnam,35.9897791,70.62132724,0,77.78504878,21.7562359,7.384505463,1.639815173,10.6959867,49.04786623,0,8.781428214,1.738072672,152.9341661,Good
85.623537,24.852147,8976068827,Vijayawada,35.31681304,84.87757349,0,77.85888811,11.30219801,1.475353109,1.357167882,15.39960788,26.48277551,1.974082057,11.04654979,0.895995849,0,Good
86.230579,12.725157,12060283983,Guntur,27.21373725,91.79572655,25.85023503,82.79244696,34.64093381,5.432007339,1.528023664,5.346703405,22.90140902,8.406172503,9.501453261,1.833382518,79.69203632,Good
70.626486,14.398732,11474056503,Warangal,40.57964022,87.49482006,88.72488576,80.13207355,12.11182424,1.680860443,0.951959796,5.018419459,32.7640905,1.211431743,13.44020158,2.675664392,172.6310507,Good
81.508364,14.819937,7450779402,Nizamabad,43.17463876,93.65543393,7.739775017,0,24.92716961,5.433514195,1.612903995,8.756992356,30.17449239,2.766317685,1.163558688,1.470396226,107.3550077,Good
75.559383,20.491517,10456276110,Nagpur,31.36593401,85.24424168,0,22.46468342,25.93760643,6.485001772,1.991529851,5.827354462,24.02533407,1.007368497,9.77586784,0.740929703,242.9332774,Good
81.546774,34.916211,2929400070,Indore,43.31173339,68.88497096,62.00353473,75.72030363,37.58032183,10.49780102,1.850787382,3.775672244,21.79162845,1.157431874,14.06807587,0.48254226,48.90472804,Good
90.535059,23.131758,2625759408,Bhopal,22.99783906,78.94290805,28.34182285,59.77632438,33.96338856,0,1.059274411,13.37462502,27.52641536,3.712957719,5.135443264,0.357382689,127.9036529,Good
72.589527,13.570832,1928861849,Noida,23.50824637,61.10756724,30.36631581,44.08984065,10.98281991,10.49322983,1.179778486,6.087794314,30.86721661,1.234746843,10.85991949,2.097277242,351.7053793,Good
71.575822,15.716544,10630705196,Gurgaon,26.69119273,54.816567,26.2379135,26.0360252,20.95535458,1.149321895,1.477457705,6.971970085,36.3923725,2.967964991,9.808546033,0.121998816,234.0439715,Good
75.810178,19.136436,11364073436,Chennai,25.12672483,50.7289949,8.507300468,59.28392794,23.35868546,23.26099379,1.799874665,7.008079486,41.08267302,2.654689825,2.20979135,2.638636562,212.7080572,Good
95.615988,26.07451,13359091173,Bengaluru,30.14704355,56.51182038,64.34655006,44.24449083,33.53637172,6.539350529,1.955635125,11.73355799,22.89797649,0,7.867424941,0,196.5134629,Good
89.686902,20.760961,1883655622,Hyderabad,27.01184952,89.38474761,9.748932783,60.33581368,21.91680678,18.69970804,2.62528831,4.569333966,32.45170326,5.939000447,5.943653131,1.188254338,292.4309637,Good
68.56422,19.3809,13056187893,Mumbai,30.29695896,43.01375785,62.70586357,0,22.90675363,20.37297057,1.30542208,5.923940301,38.29072918,0.806042945,1.127295254,1.359946677,146.038414,Good
79.62914,24.377129,9949026000,Delhi,21.65404893,80.16547375,39.51794069,20.32476411,24.18165811,14.42772878,2.150190043,7.410814161,36.05769321,2.825513034,8.980818559,1.170111331,36.11808785,Good
75.464541,15.013215,464409073,Pune,26.90923115,75.50444427,86.53189671,16.93562813,35.32028033,7.987076239,1.560458026,13.91765351,37.147527,0.249693619,3.555442803,2.152289201,194.9857144,Good
86.506192,10.288195,11299510644,Kolkata,22.29201779,57.09156211,47.81691148,57.25764834,27.32357902,30.60032939,1.950202384,7.553067086,21.43701922,0.629564663,6.94829224,0.743889418,425.8366428,Good
81.319481,8.708015,9008129319,Coimbatore,39.88489796,80.10388659,0,11.80276799,39.90216627,6.091381246,2.112935106,10.15149316,30.06213458,1.017472613,5.342614214,1.291450739,329.2075877,Good
95.970457,15.286516,417822803,Madurai,24.06199767,65.90547777,24.9459868,48.21014376,17.91044022,0.013280256,1.868184782,2.941341401,42.32491077,1.797286249,0,0.750634267,230.7384337,Good
74.350375,10.656169,7432490979,Trichy,26.43696252,70.38817226,49.08724213,24.62211107,17.61987845,8.221587804,2.272778417,14.5316041,9.463015375,3.575270887,6.629620948,1.884137169,90.64667044,Good
85.047836,17.753879,1402149974,Salem,18.12497825,79.33400193,0,0,13.74471368,15.48057056,1.576286101,11.2655074,36.20074608,1.419422108,5.43144478,0.725599991,141.9085818,Good
88.30609,30.415073,4207999611,Erode,23.51359495,76.2593215,60.7208744,7.864627863,40.16223004,11.5490438,1.631784586,2.284645577,11.57761043,2.225105465,8.646072131,0.596509003,425.2866128,Good
91.94137,28.772536,13055331534,Tiruppur,34.96472212,55.67488351,24.46075331,97.69118864,14.5153632,14.89459244,1.323879182,10.99205459,42.14885281,1.468894503,9.876233133,2.93113262,183.5923572,Good
79.80216,25.716901,6216685856,Kochi,35.30076841,60.71312962,24.05833757,25.31800212,35.24049424,20.35078933,1.440247989,13.98360554,44.76170935,3.227112163,3.766393354,0.644573516,51.17959214,Good
87.920735,32.722507,9085849746,Thiruvananthapuram,36.40590968,50.86602109,46.89134328,0.650876405,35.51090355,10.77222898,2.228434039,12.56452526,43.81726808,4.10254164,6.231562573,0.203115039,14.9904314,Good
76.792843,16.179961,10109095756,Ahmedabad,15.98176507,52.8962517,25.77935388,14.87280584,25.31162137,14.60779359,1.33407999,4.37472236,29.01856267,0.738491723,4.682866385,2.222148817,132.8398763,Good
80.628807,33.666559,4297332796,Surat,41.93433767,92.76001517,3.274457687,0,26.60808727,19.93659173,1.23243632,11.72008506,41.56384811,0.915961434,3.168374395,1.713578872,196.4881111,Good
93.973187,19.577936,8122516814,Vadodara,25.40526267,64.48919858,20.94095805,0,34.92250071,6.771980202,0,8.347737105,22.1741687,4.427643185,3.50697334,0.25246937,250.1498518,Good
95.547321,19.625906,13102453655,Jaipur,25.57757649,57.71751837,41.08094812,1.759328791,12.33351181,24.55600905,1.816596443,7.478061013,29.51330944,2.740908273,9.332213481,0.528231939,228.7827941,Good
88.845703,19.755197,11019100015,Lucknow,26.61185123,67.07566132,28.96931627,29.95440935,34.61687022,14.56238866,0.676515887,3.520764922,25.87165557,4.626983104,2.512370746,0.970326684,92.7778936,Good
78.856205,10.844737,7087342901,Kanpur,26.29338001,72.89556353,72.02860283,42.57243103,18.97675944,32.84212328,1.543039797,6.345412792,43.58887849,1.350785301,11.90919075,0.435683039,389.109235,Good
91.781676,36.289224,909944360,Patna,31.37310169,90.5319734,89.42435776,0,40.10636186,0,0.92826084,5.5269385,34.55572902,2.066691477,5.070212635,1.25641208,262.7116724,Good
68.750145,12.016697,633223696,Ranchi,34.51609374,87.41163498,86.5864267,29.55393013,21.84689803,15.58238812,0.875250424,5.978190899,39.48509712,1.842625422,1.179738182,0,180.946372,Good
70.979631,17.885686,3894287415,Bhubaneswar,37.70246303,87.95648968,27.23968814,84.92663326,26.07696496,9.515578876,0.098047759,6.815310417,38.01978363,4.249608805,2.592183557,1.511471539,331.3686343,Good
87.179838,17.259709,8565114667,Visakhapatnam,30.09599663,33.8841581,31.97621701,50.90346786,17.51454846,8.583202569,0.869111563,0,39.7597674,2.014270492,11.66539095,1.830335048,120.225682,Good
76.446209,10.165704,7696968265,Vijayawada,29.4610159,79.04379373,56.96256386,38.93692872,38.37702846,8.240263745,0.955588247,8.199599894,31.58811349,0.306391431,0.699417194,1.499473065,112.3671576,Good
95.5902,12.415544,11449654290,Guntur,28.90493662,64.37014119,76.18922269,64.54925379,14.56830971,6.335576857,1.964320172,10.61225144,29.13565284,0.397554204,3.144124868,0.721298081,215.3476302,Good
80.645758,9.300892,1494900097,Warangal,41.48205941,59.18470867,0,27.17501985,37.62653212,0,2.293963923,7.811611388,22.24627062,0,8.335107572,1.000231207,199.3299864,Good
80.45158,16.47973,13631052050,Nizamabad,23.96057613,65.01353694,6.494103009,27.3930274,20.33823277,0,2.990171132,3.500569652,31.35219829,0,0,1.217341026,199.8818627,Good
87.664306,33.133051,8939153689,Nagpur,38.50706319,76.40294929,18.1877414,4.23759548,42.37490001,18.12586255,0.819507203,8.571489014,30.98024896,1.526760886,8.579247643,1.809681953,144.8987665,Good
90.259488,17.843824,11577624558,Indore,28.13110784,93.8269755,55.78044035,32.11008183,10.586327,13.40818858,1.881355851,0,32.05231522,1.425470013,4.869465323,0.406031425,151.272801,Good
81.791203,11.587063,12149525989,Bhopal,39.38492439,62.9959837,56.91708183,8.145049267,34.85251679,10.64668492,1.692372386,8.459999796,35.92780041,0,0.388856692,1.475013054,0,Good
74.206026,26.725122,12524525391,Noida,26.45122929,69.20950989,0,11.27522868,29.90191852,18.77475792,0.976719225,6.353238847,22.27668767,0,6.224391021,1.892801513,326.8121198,Good
90.425951,36.901426,8084235998,Gurgaon,24.16269995,50.23319297,24.1398057,52.75378848,28.71570575,12.96699016,2.123687423,5.759513171,27.3606411,4.350337667,4.959315681,0.115508537,72.73338334,Good
77.290187,14.73739,5353214250,Chennai,23.70919009,75.73122237,0,37.52862179,19.66233748,0,1.667576582,8.971338563,34.6961411,1.060028318,2.781614957,1.462411182,402.5198333,Good
73.078212,16.107559,7583348541,Bengaluru,30.09572657,76.7997681,12.22315259,0,36.97302678,17.9610084,1.888286197,7.775736813,35.48463312,3.293996586,11.7494135,1.936230596,183.2226149,Good
86.317566,36.183565,11118759011,Hyderabad,21.21959972,72.53768146,32.29870204,49.4743111,40.90020746,9.865800945,2.647484996,2.06804825,33.71755516,0.881035307,0,0.975531177,0,Good
70.623156,13.184512,1132039319,Mumbai,28.93462419,70.62177123,62.22856423,0,36.37363652,11.42448934,2.0619878,6.871802394,16.30088645,0.283629064,0.867265187,1.52403159,396.1757664,Good
96.169228,22.825208,561970603,Delhi,26.22000452,80.04158219,0,35.05455687,33.93598149,0,1.38878951,11.02469698,0.376323501,3.923787483,7.016523414,1.716860258,111.4083449,Good
86.339521,14.949912,122349238,Pune,18.43134586,78.53482808,20.52182621,31.01245992,38.19425546,16.78048013,2.549323207,8.990844525,22.67490499,1.750958917,7.248160395,1.958289155,0,Good
96.59097,35.038205,2966358141,Kolkata,30.07803115,95.57955337,15.04885834,55.52854869,32.15313148,18.34373228,1.057918563,5.519729589,29.7494555,0,4.686774924,1.342483044,442.5479556,Good
77.827909,36.464109,6899688604,Coimbatore,32.7297974,79.97966483,63.82353962,3.826928352,25.4645874,30.19780366,1.456921931,12.47397529,39.13068496,0,6.855082703,1.256825474,223.3293311,Good
96.16495,31.626238,8324264786,Madurai,24.94746431,52.36923074,6.861166994,27.46934172,39.18379247,25.29257956,2.262816258,11.54673813,19.56135981,1.436585767,6.479310784,0.62793887,260.5892344,Good
72.221305,17.128731,5310012324,Trichy,34.86751371,78.57012437,58.98521213,5.465151163,36.62141885,5.021937012,0.986283351,10.35960395,41.63776286,2.715455389,5.772553264,1.388711827,194.1642343,Good
69.180148,19.701137,8962378077,Salem,22.44600019,50.37706413,20.65253857,32.31453646,27.25729393,16.08706963,1.382458409,10.47128341,28.11020518,4.619474085,5.996438516,3.027597373,226.6526708,Good
68.956538,15.026865,9713255988,Erode,28.58312829,55.8158286,0,3.096414832,18.20369172,13.818125,1.212790577,9.110520174,42.29506722,1.894412771,13.46470971,0.189379768,150.9119883,Good
81.481241,33.831981,4386260866,Tiruppur,26.39248279,84.91295667,0,0,26.05129144,23.14744283,1.623463545,3.543474044,17.64401665,4.405068236,3.373599037,0.377312618,396.2436621,Good
70.407122,34.52219,8754092793,Kochi,36.82253692,90.26266633,0,0,28.4953562,13.33660709,1.699240703,13.7829971,12.30840045,3.245422099,1.596670622,1.829054273,102.029215,Good
82.852869,20.147249,12529218950,Thiruvananthapuram,24.54477345,60.40468709,0,31.23919808,19.29033003,16.97596542,1.849666956,14.54279521,33.19041359,2.762030154,10.92704361,0.631793887,0,Good
77.497515,27.039459,1521899696,Ahmedabad,31.36668652,47.52412278,108.5973864,69.8331516,49.13217974,11.13705361,1.800800351,6.771480798,38.32713086,0.286418213,0,0.500196826,0,Good
77.733241,12.801042,1774411208,Surat,39.96303496,98.84649677,0,65.36621766,36.80998533,0,1.287004719,6.334764249,36.98547811,0.267545303,5.325316247,0.584762324,244.9369426,Good
86.432661,20.613141,88905640,Vadodara,28.56217372,61.58788868,15.98333041,85.66665756,22.90565631,2.236108825,1.818745264,7.914764266,15.47569286,5.201421755,4.377578033,0.833403671,197.6918664,Good
72.729842,26.313474,5466849484,Jaipur,41.65958995,43.44928524,32.9726192,87.06386282,28.45025977,0.668565092,1.16242274,9.182730055,42.78055766,1.535769216,8.784042607,0,0,Good
90.230048,19.17669,12056206389,Lucknow,26.77265687,92.86133044,25.78112411,38.04073553,29.9679442,19.58070161,1.166887761,10.92470911,21.28611254,4.847488983,2.703710168,0.426202351,256.4396057,Good
84.878897,18.370386,11243448132,Kanpur,30.55735591,75.25085146,31.28258592,0.397700178,43.53687783,17.84104385,2.242256651,6.52232392,33.68953149,2.301035623,9.910204196,2.074828584,202.6974081,Good
94.533394,8.028971,3247463010,Patna,19.80890171,98.27570401,42.6950771,13.54232444,31.27336372,0,2.076461652,3.11046289,27.352046,2.368173755,9.576998379,1.224377531,269.2932011,Good
78.580379,31.32451,10520703002,Ranchi,29.83110925,69.56063169,26.35761437,24.98027853,10.00342996,4.435683021,1.633802907,7.532658707,27.99861758,1.558557596,2.46750169,0.740400767,127.3655111,Good
96.498735,33.790791,5692546956,Bhubaneswar,30.05519554,76.30518786,17.12037531,2.054211752,12.93500928,31.58543206,0.883136027,6.557445155,34.68860887,2.534152903,7.641306192,0.78106473,209.5553167,Good
