Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,roads,dump_sites,agricultural_fields,wind_speed,wind_direction,Air Quality
32.43828980232626,62.50259840577961,50.60128357475649,30.342162847292443,33.796261767004964,2.451387694720232,1.5784343571674981,5.903796867903814,17.413260309609605,0.7917941737385563,3.6600723326903233,2.1429858306288447,87.56454953876951,Good
21.466578675470423,72.15445083408477,24.402835344954223,16.716529165366353,25.503804046993032,18.508017516944218,1.8664048229483692,10.548181296942454,17.778130890643787,6.1354352797124125,9.623384443157345,1.5556818008550666,0.0,Good
36.39624957680047,62.12859506142465,16.643959732392233,0.0,14.526347330552658,14.170842566220248,2.049637978674816,10.91247591793812,36.019217388449526,1.9272673389946584,4.1749252993295425,1.371553803488862,297.3903801125006,Good
30.053305943156523,89.25141114412585,15.921777591029276,3.4008789037790272,27.036836036437663,11.488148392164726,1.4553339494954027,13.068230900793132,37.555298544839836,0.0,11.428806175580892,0.0,497.7624474376118,Good
28.087809217639066,67.06636630110546,21.30566322102419,40.64247427298065,27.139461165539682,9.557302073579889,2.214934249215386,10.480752785898403,20.014145070622792,3.0757143537733125,7.653419115466039,0.6982905718529662,292.979430259044,Good
28.96055988312638,66.5575385196289,14.746621947744885,0.0,21.789886172772462,16.386106163709336,1.4878919348406614,3.783604694861574,39.13956815088001,1.5938526912349968,1.129725188682066,2.9188719170662654,14.892546324082105,Good
35.93718885154087,57.87825545533062,28.105896305661876,5.5308872272452625,14.548489074282292,14.84565009167414,1.7214609240587109,12.576086037821703,29.206012430586156,5.1855311750317155,6.697631247452586,1.595832222953033,0.0,Good
25.889474104343478,78.3068750341512,20.46496970175158,35.255341572729094,18.845033219321465,11.617007513309327,1.564868969653171,4.16265285512679,35.93699416660996,0.0,6.383313678771608,2.5634061988606076,276.16322537043163,Good
34.55680138603985,55.847863193825084,84.81650632213024,67.6845365729575,18.56968450256147,6.803672867537272,2.185301494314793,14.933563549636009,16.97264598916826,0.5884620947232797,5.15747012208478,0.0,176.47489798973697,Good
37.99743427726678,47.27049054663229,27.803117429365948,14.269609890728,43.807051636698105,6.037129009564651,2.329656597874213,6.272194647740586,37.215969425184,2.3788551292408413,5.178076523862041,0.5003437596448466,222.2950273424152,Good
27.056988565087373,59.13897005017857,74.52675567778437,45.069646390013915,33.68271047765715,7.4745171622088336,1.3985675404588216,7.534628413787756,32.9011752195959,2.9347386943120197,5.581756962020634,0.4986355788759431,288.22216271687563,Good
30.245313595890902,47.23563394724416,0.0,38.26126884170708,18.713131721427366,14.110470255239845,1.0765637197420794,8.916054692658552,25.785298978619466,4.517613121494396,9.246180010755285,2.225796887100614,177.2287871214385,Good
35.5528550384414,71.52324711779063,74.41802539544655,28.157533152381113,12.94103221413367,0.0,2.411199539097933,10.165607501586589,34.959630751048344,4.143647998972289,0.0,0.8489551941182456,138.029274588698,Good
35.01409542941286,59.09342145360078,0.0,0.0,38.8223716688334,4.643728124987847,1.1986726751808299,10.730078339126457,22.59801322329276,0.0,0.0,1.092534988398896,248.55180141309057,Good
28.660034150058763,76.89260240061058,0.0,0.0,50.04633723770359,20.577523888771736,1.9200681942101607,6.046869019207383,27.181301479406123,2.0172237614442965,10.606578183205794,1.4634732599194988,252.85959377772082,Good
28.89273311921768,82.63328389142458,33.88711181949932,31.337213546170652,19.59101178850956,9.71720696631821,0.9105953277113774,8.288870405301855,30.431962965241407,0.0,4.834018483716524,0.1893238965655556,248.74935225612984,Good
34.30695325631305,63.313883733094755,42.45322029264895,46.25704665048512,24.80779352115536,23.009581141639046,1.104165578342117,13.758324987640837,27.308643822103978,0.8171481786460375,4.381055240380415,0.2510602717610426,291.8370461300508,Good
19.2383076267984,92.0939433542981,0.0,52.95505863281544,27.388315808186398,12.8178466707304,1.1779066456043166,9.710768591391037,30.889983634300183,0.0,2.0979019286280414,0.701810859926655,59.82744076863918,Good
38.44861620399187,70.18189506910879,0.0,16.75152624747168,22.01584802550404,8.309790634662765,0.9128907595762097,5.48886538615339,37.17053922919029,2.2838891177896916,5.125515435159242,1.1405015086503174,166.73883838815226,Good
28.613710980722388,78.26606733414681,38.77738458167503,0.0,25.805218087289116,0.0,1.8472210296248588,11.21195480609095,23.474685281643758,1.8531331986192168,0.0,1.9235297318741735,280.552068510208,Good
37.75755094420573,93.6302270971272,0.0,54.35666859150841,42.174633717983085,0.0,1.4066319090155008,7.119127326520294,38.05405672399651,0.0,12.481123208432352,1.0475552038339533,311.65949590951425,Good
29.61536290704158,77.87017514280468,0.0,19.639452103214477,35.75697413256462,12.962373814854288,0.6062478577460915,8.656384402521404,21.406828388447806,0.7286122598764879,0.011904856133022612,1.6377436085737798,341.33518755320955,Good
44.28340963719363,46.709273325704046,50.034960974425346,52.86009212043892,21.243123314106448,3.2317255173274964,0.9072042406260381,6.525861578773892,31.562625703698625,3.9589477472567935,9.825506733022776,0.0,54.72676575907717,Good
38.76365125966247,58.48400526441728,21.413376179647674,0.0,38.85911027249338,0.0,0.6029879057625224,12.23654891555865,48.63976443983404,1.6052440113787474,5.519679258460489,1.871463077391863,217.22436013713425,Good
27.509849971067425,62.377018554397566,0.0,36.489704915608975,26.208089080023758,7.101462602608765,0.953037266871329,5.175499932097514,35.696633886393535,3.276746292302195,4.4723599163402135,0.7893274809482138,44.96073491655733,Good
36.32285439936648,70.56196725631084,36.16417607351334,39.9133078685894,24.015312231619053,1.2330060717390268,0.9561400242601512,12.515424994291523,22.33213843542718,1.4344952467525984,1.455539284509789,0.15688925551317512,57.69226241468523,Good
41.37899755834913,80.49963703628652,5.097978973153388,59.67044351221482,25.5944945871221,21.558047780461912,2.707962105953707,12.154569513429962,30.488039556034153,3.0167349297325505,5.751129516034094,0.0,74.95328525192498,Good
23.618965423153995,59.3446072508589,85.67101454417626,60.74155592021672,31.622349366853236,17.18605391165645,0.4668429814569275,11.069084182261008,38.89091495444743,0.0,8.554531829305425,0.0,0.0,Good
38.94312078994989,54.11051290859301,0.0,57.12657882832113,24.04034445409138,9.180032595763338,1.3897706169213337,9.691918737195884,27.297358226647372,2.1823434450369312,3.812988348801385,1.4223405418115023,220.90069971317928,Good
42.788220791729216,64.02847470355634,16.994844267612567,36.65014299464948,36.94260443293901,1.8281081793977805,1.5566941602997943,0.0,26.84794284906768,3.549176354359851,2.981180776369734,1.281111428558039,93.899163812056,Good
24.239150054314578,85.46732760597854,0.0,38.12675896144448,30.275564550227184,3.7623276387213576,1.5851508676281623,5.050960371848047,34.73625323664092,0.14468393792272605,4.425686665725457,0.9343709309356273,341.32628036808325,Good
30.96270623088605,85.20626304362689,42.65006288683246,45.09072265792348,23.769074195351948,18.86841691780117,1.305625240339633,2.1746562906328792,27.412176761911176,2.666210268291774,0.0,0.42401262620899816,0.0,Good
35.31306869865559,96.58309598216937,16.108243194982244,44.63327341440085,32.279157342016205,23.166957398325543,1.143770037407237,7.638472470633355,26.159496538074134,2.1270786865816556,15.053552120528085,1.1632524709895256,44.80060104965611,Good
22.2539608032002,89.92327644826942,0.0,48.234924545457964,20.235201552179063,0.4156111643421543,1.8306317464795498,6.15173387384859,33.778048294512914,2.7315240787652915,7.736225460926102,0.9219600325598019,277.0121167474048,Good
23.81436130093486,31.177078916309092,47.93492236376831,34.65279729346556,20.942600603255627,0.0,0.38795039489962235,8.621351250462867,45.942370193088095,1.8220515959767905,4.344481114591973,1.118717167948547,502.0092621060321,Good
35.07887244155954,55.27496243821931,24.3654472621555,39.20328977648221,16.40775862885171,16.756867589888135,1.0535233912284323,2.966683361199177,30.304908556847487,1.9024724464900926,5.690988797854095,0.5212348686345236,79.40083987981458,Good
37.611981840693254,77.06127658951267,0.0,0.0,17.849956117115607,11.902173540401293,1.1550313171384583,5.866211002422981,23.6896455717705,1.9159444160966068,8.626997462554915,1.1380462730973033,182.93866692765934,Good
28.507895724247714,62.15667350431043,54.440206379102534,50.384491727356064,47.92600231917124,15.558415986467928,1.227945492918618,5.160589858837055,39.023370007547584,0.8575563573725182,8.720830077697817,0.5250529864820754,226.22269478564522,Good
22.891344513787374,82.43074460467619,0.0,37.58107090370481,25.131712293045073,11.454544833082409,1.283981330394399,6.9170025193221685,31.086931083259145,0.590704108587147,1.9277839494760443,0.848996934116972,113.7063779085068,Good
23.257004578826816,84.71814827475693,11.775722956815226,23.95467656173524,13.651966875609842,27.344080386637522,2.8255581913234296,5.61020451314326,41.73931267875745,1.8887021473007792,11.688166730669831,1.4097605713878938,188.63888613960492,Good
13.207290149265056,56.14614310113782,24.10213562173836,35.554890094615345,14.797154757066536,4.754727070830619,1.8023695346985529,3.4288989153369522,30.877608468246986,3.7847665843083753,7.13532501848988,1.409158192809055,0.0,Good
24.49135218878831,102.6267506290054,2.584979285382129,64.62330279815538,20.93485070121403,8.392302139939114,1.7816940025193768,8.798478045460046,33.34140330468424,0.8527036199946263,1.4485149326795703,0.4233917548512046,93.38489270305048,Good
28.478154261695195,86.50999069975632,26.42234493283965,43.35323715773802,28.58106671863899,1.6357305427293447,1.5095616994869092,8.907356921675936,37.104080841816206,0.49595600231210435,0.0,1.2806483106763942,226.92971780787852,Good
28.813822897352445,70.5148200430464,53.90309595607303,17.623304495940047,24.310624053728706,11.27087176780272,0.8339869989328061,7.884467759633996,28.91406135485731,4.353812068944685,4.580736083061874,1.299815014850706,312.03974062462805,Good
24.386595203730266,91.87415369712171,84.63623140638171,29.34845357526616,21.66055882504615,23.758409688551872,1.934626728659746,8.730725007674174,43.735517763977484,3.9031682701572077,4.438200344688221,1.3391361310912935,260.526970857272,Good
30.213871339402534,48.02751678733193,0.0,0.0,32.151167963363896,1.079806251971375,1.605210746834473,15.062950025866408,43.744728955004035,0.0,0.9162428338919879,0.5116530547876269,0.0,Good
18.8949105245444,69.8989276340127,47.87271205138211,56.15644518985411,22.320571104321584,8.440029736097216,1.694366979962338,8.041555011040993,37.60804607728049,2.6332563934376667,4.288541151309441,0.0,399.50766275492583,Good
25.405122995032162,75.7374993316358,0.0,29.827914379172434,28.16098469160492,11.832019605581943,3.145970628786788,6.150382320179098,37.708051012132266,2.76567278276729,3.1587032801053603,1.7886457388555512,148.84177490268414,Good
35.9086093562146,101.14904891131401,28.62576902376175,22.469276928536367,37.82791194016894,21.899364547225886,1.0177816735178138,6.795067742995774,36.26386674963605,1.8313559260385426,2.1284260741102274,1.574783000198574,274.79776677909854,Good
27.77108686789414,71.04301673930259,3.3693288812594346,0.2655536729118104,22.09103037855496,11.229699832139508,0.6945809490035032,6.899803611962028,30.42121192360984,3.723035844223059,4.526636015177639,0.13280855811045922,142.00921271774217,Good
26.209121268298986,78.82193316357547,11.656557272624681,0.0,64.65594026176218,11.781694774940314,1.5488384704661617,2.8564471292246862,14.98513347156025,1.8885088375450372,6.951095067986227,1.705065597861214,209.38647132863113,Good
22.04242139136897,30.378689154791743,19.9095917785922,15.573177045650691,14.312047352627802,17.312820421111226,0.6397044651242431,10.666647658909536,15.526363827050483,2.210807378662187,9.185111704525472,0.8656363931060977,428.2743650558358,Good
42.922769834211316,73.82959899951742,42.1880515967344,59.06584558873516,32.674525245080275,14.160329710012899,1.2139351906525582,2.3283335713365014,15.72565439397395,5.416543051495662,6.899851308249756,0.9400918466670464,363.9872076827366,Good
24.978776519929426,79.31212274146765,26.06992788184908,42.68313710001577,23.72358276927065,2.8516671684878343,1.0507588699651806,5.597591610745612,29.518349706949547,0.0,1.0331109011617903,1.2477671755526076,154.36428137660258,Good
31.300338473142748,69.35685826930236,110.85477328985729,33.593163704470754,23.289978053829785,11.449102785818516,2.057130704675821,8.254532601951649,36.3563906517255,2.584322371926338,4.609511630983843,1.2278732086736974,414.56108192817226,Good
31.655853853249337,54.44377555959994,12.295280920401348,0.0,28.53836343743713,21.217016693032043,0.7675858088007024,8.975930693475988,39.34639568045295,3.5754287640573836,10.477482184665192,0.0,249.69749569112076,Good
19.89222553772504,54.248662882120115,51.90131851620194,34.447062520201555,34.52306779925755,3.138653017931559,2.3048690204503437,10.924885784212112,38.390503059544386,0.47944636192618506,10.072386767280875,0.8832085081465431,81.49350129278596,Good
34.228269526723395,79.31376317820221,0.0,86.2191698157957,45.579328611053825,15.51381529915297,1.735175127741749,9.627463162749967,14.135697794943061,2.180463179834557,6.066799057040637,0.6734817597630236,126.98613673777172,Good
14.000956381481647,52.68059961435118,55.39805126794032,77.35242923191973,17.555624866501535,12.10826803820207,2.099960037256664,6.551691572246272,36.27206908751095,1.9714359334700426,10.14339341720536,0.10331011028295434,7.145999778232749,Good
31.90113665305899,71.59545324185885,21.433871939563993,45.8415948897455,17.68499684732346,0.0,1.2270205121336033,7.029110207249495,26.726481980805264,3.829099749644109,8.573891564520874,1.5687660535123276,207.0599677210251,Good
27.0996853621609,56.53698007892009,0.0,11.194895883560385,26.705968160533246,1.3167027741562762,1.5927059222331583,7.730531400067266,25.597400311495072,3.6758012929753283,0.0,0.8286739521264579,0.0,Good
31.625475962786503,82.15016636977299,0.0,0.0,9.884235415273814,11.146693151804733,1.3140254607272808,7.425789454359473,25.889007197729992,0.6313972384771314,9.92467178363616,1.3581925861602675,0.0,Good
25.3078159601083,56.2497479055261,72.2074473746567,49.53402645145983,25.856766494588427,24.40454674039097,2.2930953167648878,7.599276598176138,25.465482537632806,1.502934301515007,2.1343508487512497,2.5378869031448743,21.939254424260042,Good
35.86192936299167,81.01480428541403,12.803778178821046,79.50289898750941,11.298803250894741,9.990501937465696,1.2330647428385917,11.910069230735823,33.06352011007462,0.0,10.326798073177553,1.530203994530349,17.557018468865323,Good
27.6682041052963,49.46950336536231,17.4576130123725,34.23080639153834,23.7414952040343,6.9996775167656375,0.6194093217047743,9.654440300374803,10.412324397750908,2.0639304962144407,0.0,1.1791474477557167,172.68267863148031,Good
32.73401391831109,83.736666833516,59.7648730645265,0.0,26.550653496941308,26.8544872898687,1.5651718800638676,5.425841002343737,28.75538698676856,1.4725606062247052,1.298330691559034,1.8398443749404463,261.66626736720514,Good
21.042969275420297,68.5924684322496,3.7203569237648892,0.0,12.764925834718843,0.4215231705381246,1.4682221384193492,6.776989793046868,20.010325746167602,1.460844168830973,8.488379474737652,1.4262764032991888,324.58562971920355,Good
28.48466975677051,95.4688600441183,35.47593079719581,16.802047774859748,28.086699893222487,0.5657825693097145,1.3329223198225546,9.989998412583507,35.6299396166253,1.4347805573917982,15.9114790752237,0.9993946027411729,0.0,Good
38.18259398608911,79.69278846498713,31.434499352693273,17.456518206860267,31.139271539253222,23.69304578443301,1.6102430079090932,3.1147261108516773,0.0,2.567944342486496,2.0104044837456225,1.0579058192653412,51.677461839426,Good
24.09446770763525,57.94228288546766,0.0,51.30726258550782,32.97142884547164,0.8891435000765284,0.9148538221886666,9.805986755567014,40.0133029348523,3.498436090834941,1.9468922857060411,1.9368644392803378,0.0,Good
28.655734248126524,77.789369842824,0.0,87.2161790715007,40.62383839911389,15.852354887987582,0.9731265122653243,8.187679049194005,37.407323222243924,0.4188546440605172,5.020367380040294,1.873161463842074,0.0,Good
32.25691292611567,42.26026250019606,0.0,16.374530029896995,32.36082062922776,4.98044598414353,1.5686930518324154,5.94734636268017,24.27176679382242,3.8028864079010294,1.3963533013905218,1.7511028271440645,173.44448100848118,Good
26.148680724047274,50.77481891504822,0.0,9.991091529955469,25.61730255729414,15.501509888215026,1.336169377380371,7.589868522441769,28.712738918158834,2.699434693356027,8.104464803722413,0.01895557314976659,131.09637622298945,Good
38.27769648167721,49.21220233716881,25.969955777221024,25.47703656623408,21.38365268707898,23.465300830036938,1.5202468942620984,13.902268601603993,29.60383798782942,2.675876879517983,3.537704974331606,0.6814866522305625,235.29315065844256,Good
32.897840131969595,79.54792940546204,36.468949362862354,0.0,18.947922945480855,17.489352009350156,0.4306080582922813,9.492929166732518,28.435419620687938,3.231002092162012,7.25173978673062,0.6024817240235918,66.70632849740177,Good
26.50368116476647,79.26386056850986,0.0,34.42885258996024,18.168854008116668,12.172691913742616,1.6882618503528044,2.4189043893985422,27.292068249383263,2.2414372825765443,6.0234811506425165,1.0397554149350592,0.0,Good
22.831627617433234,48.23074636572385,42.627650051942425,26.984531475475855,26.616226145695588,0.0,1.4817801997201774,10.726962483079156,11.233795965052654,1.25619981536534,0.0,0.7991721629698394,37.82605472591308,Good
32.58307958284106,72.75292416321548,68.23433542553136,28.661663194002664,30.581804476337766,6.134607091502901,0.897744473836956,11.454744560078193,41.91002710594178,3.0257832030328973,6.185213085557555,0.3521872413692262,345.64725353129694,Good
33.91912222390637,102.16202147931702,0.0,53.661801457879676,32.72208413719767,7.8743818503044976,2.2449243224457827,9.89002121294642,20.232012475385304,1.850880249382961,2.1488796904518352,0.7602424714139873,279.67084190460383,Good
36.67572757574595,73.57661466744727,0.0,40.54437100271697,34.49322811851438,0.0,1.563740112259516,7.745904188176368,39.03098657470018,2.5695550024982725,7.504851766454374,0.7494310754157214,173.85372013325198,Good
36.36903673527222,69.04248425492173,29.45462696398812,0.0,26.445640913751234,0.0,1.218262797672668,8.663949573113447,37.17475405702526,0.5949509460818709,7.091282129031935,2.323615390141657,77.04522342491875,Good
19.613125584595792,74.66425962496703,0.0,7.799565638063125,36.52496480202488,25.773247007854103,0.9536514569359202,5.765725566523333,25.174105659122006,1.2385165644369007,12.919608694507197,0.7101597980486672,115.17090661436208,Good
40.893087489192865,79.21018588222466,57.62284752103854,5.423650123849914,21.754519309641204,2.24648922490576,1.9377016530592412,12.867718559202824,23.584107357571018,1.5002574347827347,4.497121917111335,0.0,72.0603635235088,Good
35.22258068801875,56.19665970655123,26.61819600901431,0.0,25.678817391413624,6.089324665045239,0.8329729934058341,11.294166583268868,37.966212009840746,0.637186741277201,4.886920371787268,1.1741545186869646,0.0,Good
20.621951008424112,90.4564109740187,0.0,64.45166763518421,13.470218308488894,15.947731048364187,1.3301273832380531,7.816189189860203,48.002138351165165,0.23131801650362593,7.9175952807104935,1.5851097969959045,679.13631440534,Good
22.774426903014586,60.14981012941789,51.72076051601354,24.67465290195826,22.436672632102933,18.3570490361139,1.3545570962506124,5.206879207659945,36.768859415079824,2.5547243856810096,4.525685905862645,0.8475828678537349,35.72911953744395,Good
34.898531532466485,64.36356165931967,0.0,0.0,31.12715698466678,6.53086756252481,0.401003873201518,4.080027729398822,27.22514432509992,1.7265469886035898,4.784679358398014,0.8294596169415562,0.0,Good
24.137256354243426,88.83182154975486,59.37041103318411,45.8993499462712,32.116397106629506,17.931498650504782,0.88806203050111,8.553268309079822,18.40865610046609,0.447011284424939,7.0702829047292415,1.902513179493488,144.39189933378904,Good
41.11389698791946,73.42719489292902,0.0,0.49762080701925626,37.48825452210396,11.669537400002557,1.8693218907055025,0.0,31.980748687339748,1.2898958920675128,0.48626567397538345,1.0877932802954262,338.140227457018,Good
45.26616653023185,73.90848344424535,0.0,9.149497339107192,36.92936064948428,2.5920902425961163,1.8400398787175096,9.496815302354257,31.36852913254747,0.0,4.360838849639932,0.0,84.9563983094414,Good
36.190452073880124,89.58115320912977,30.818509730319,14.581351728492166,43.280193114203485,5.925821872831934,0.879929607161387,10.954373467243915,34.09930263768119,1.2459768790219847,6.069353879119382,1.4952548775162928,204.29904491931805,Good
33.10801068234064,62.05590826878145,41.6623360516446,30.615422114408137,22.34765908229627,8.6499102658912,1.4466663379401121,3.2039423520565844,23.217347448796552,2.1121617086906443,0.6460934823746838,0.6380401127806878,532.9688844435314,Good
22.423749897371874,63.987855582199444,0.0,26.94909872200264,18.861042355530174,8.67121892109743,1.107730481461546,12.252147597759135,30.35963172223666,0.589514541841105,8.836902085491126,0.3649612684581619,0.0,Good
30.000128464622566,100.29801294826893,0.0,0.0,34.789202970339566,5.452072936037505,1.8343173737825718,5.403620334398499,30.959466784622535,4.5069948895015575,1.230572499050286,1.9646687611360205,276.0360742534177,Good
20.00202116128635,78.92846629114251,25.917636694372813,32.62101400460924,30.561783199790014,7.807118572681337,1.5384119816159567,9.30782293212106,36.96621323621015,0.0,10.51890629718177,0.20594211049765732,288.38160353731865,Good
30.555046217540127,49.76632316059929,41.72832427315198,4.351969938791445,38.00309617297984,4.899412531273963,0.6837152164354493,13.98440979458552,31.350852601998735,3.256110468691353,2.5128190180577867,0.0,426.0564631646202,Good
29.977361137340036,77.85792176621385,46.1884873928014,20.98925569579403,29.441050803062623,23.49087101246997,1.4824145350455138,11.843155614935995,9.748183153645883,3.621943238060544,0.0070092349995292125,1.9530851778808391,232.47261785309698,Good
29.375310139900435,68.49240674360317,14.6140508757781,7.7539930228415415,25.04903182730059,28.444531842697458,2.2113236391159194,5.28234728433847,32.209598960366144,2.1564684496319164,5.163050701413636,0.32903619282314467,240.80127470882695,Good
35.71236368433844,56.854686606416095,91.29160456600488,71.64697735094241,32.71252236801153,0.6977194834144527,1.7193409985465615,9.454466736051724,34.650376357763086,4.287398340025845,5.03718474230289,2.7911990416283095,234.86468508216674,Good
28.06656671522844,108.09726288271335,52.20582557783552,17.734353892750978,27.997933724570704,15.757405074103033,1.4177451946923125,8.918667634755149,21.422128469489486,0.0,6.092501483664368,1.2514020002304265,253.04130539982106,Good
26.144402046449116,48.82495466169141,0.0,58.92742937687955,20.368118971619154,7.0673027353195135,1.3295209603338978,6.193233923159822,22.655034269425077,0.7775131844264602,10.929124254018397,1.687298391528861,361.65039274216093,Good
39.77072211813089,32.82865839722166,35.31532914372971,14.149390056321538,38.49100905625427,4.652285748369651,0.9244570171810002,3.244949478690752,26.5382765971736,3.3242012892758495,6.65211609333231,0.16771921721983196,498.0087980490614,Good
34.390229654535986,82.39151578359933,68.009484779003,0.0,17.880261488293385,17.272110106398493,1.0573845916547921,7.43896552710252,28.774880697268568,0.19821127139134642,4.346417668311886,1.876486232729321,283.5329211115029,Good
37.5081663428944,86.07574958744775,37.482705657354046,39.046237461453515,29.716449773412105,5.57528180679738,0.9376754445211575,5.938773265171742,26.306055148548047,1.084497931733241,7.241315495746715,1.3013355844831214,220.2196097040287,Good
32.38461942186937,89.02021190959235,23.091923725955915,57.63836387467836,32.391608503586006,19.745463373956667,2.3818840583830867,10.52075042342116,30.579690506525825,2.1583629275000997,3.9377759247141184,0.7317867717622165,309.55313729910057,Good
23.53770855104777,95.66245653479663,18.12133273168696,108.19555953668679,20.09878763157919,12.65146509147441,1.30798502491207,5.564301356148209,40.125642961547996,0.4432474007383116,3.168286878383988,1.6116071445347537,285.8698016309264,Good
20.65698205002883,79.28943747924222,27.865373740443985,5.106991077060805,19.125624984868388,0.0,2.4380313585148565,12.108464401026058,16.72944139945248,3.158747671249878,3.5496603976155487,1.8767342719325328,98.84692054415311,Good
27.57620850688587,65.50085880138246,0.5643367331099824,68.2996444212112,36.27284935490633,11.520222705429504,2.059649941560732,2.5464758725841454,17.332866931848137,2.6962651027099005,8.443540854821698,1.3638963007200466,0.0,Good
22.873965846957557,76.67308739142351,107.64367481294967,63.353350008312276,43.17049539425563,13.373707039253947,1.6817049044788621,4.694397082641833,39.01220154046613,1.9152683580509482,8.283579709346041,1.163151774495784,215.66772939534846,Good
29.430423849037716,73.63069552232126,58.115124883842014,0.0,11.97125369895756,14.068544450541134,2.286831905550919,14.559395540538148,17.373123262079694,1.4451727938421761,0.1669138136365067,0.6939823166786757,342.81711085232917,Good
29.933869412901963,64.14538703608413,42.31653960312469,8.452671067859391,43.32977320340235,10.692091919548892,1.2807099535445812,10.55765837907196,38.887552544993035,4.295256221021592,4.910144454061579,2.0149480442693015,188.85731605176113,Good
25.90766666994315,57.75943245763624,0.0,9.907935205698838,38.47980028518703,16.333967515522634,0.8223020577497827,2.1147134252746476,18.48794446553665,0.9120965521570437,4.561490103760644,2.0850105504624223,91.06431839316454,Good
41.325803384699235,43.44208105802829,11.284078323313945,51.5612523731581,35.75132455028338,7.925307332420359,2.047190761773534,11.37308840075766,22.76536755320901,2.4686599971570975,8.324242153798354,0.645617951648205,428.9382878012817,Good
24.400875747375533,72.35438697743676,0.0,32.955556419569085,16.298677575801676,8.260749270457286,0.6336859727443819,11.328279749890074,33.090508253939376,3.5701130361725166,4.3950441624188255,2.0535203518561977,179.52421860271843,Good
30.781906246645,103.57530705736698,6.5602598431494314,63.61371322572096,32.016631296590084,6.020084352397444,0.7816287661913803,4.695846010648092,40.790600196295046,4.492630184985762,6.036522719720505,1.2545125411065001,290.6157144215381,Good
30.51372001693295,87.49932794527842,33.51555988852547,33.83324941331516,20.03682644171203,3.0083759801150123,0.0,12.899828091509292,28.090116716827875,1.4487039283799206,0.0,0.6217453529578381,57.31228023541405,Good
24.6739286944188,75.34568472425921,27.634419441122255,0.0,13.953644577031895,0.14953264634863928,2.4888634798554006,13.835606079118747,21.073162038252946,0.0,6.173314782483429,1.1762702947961123,221.3639422673937,Good
35.00803185073025,77.22956133642452,0.0,38.15609965530289,35.81857908111893,4.793202482028289,1.6639377281356729,6.433851005880571,49.39653470146829,0.12774266372315934,10.014640814019799,0.0,443.81640255583653,Good
22.3410668011298,73.07674042805588,0.0,0.0,36.2649236513675,18.92695054959671,1.6308452657725379,11.115756061236713,39.937498448193764,1.0440734266834815,0.4668259458924373,1.1273245214150494,86.62105407239468,Good
32.634964777556,78.75616278818165,0.0,49.34009166534418,33.78940424908744,16.46793497499975,1.2774343579155771,11.256302329989778,34.71845864263751,2.932430498408745,11.964778948845328,1.402933339891421,82.13608961141247,Good
22.55024870315986,87.94682815403498,35.79634620740804,75.68397265948245,6.518092341072194,17.979180901318227,1.3575230336843178,7.154882171787406,21.943118826709608,3.302279728614179,7.987619957835589,0.21636049965891546,198.45833549789836,Good
34.77083062345943,72.89193077135602,61.856991030417234,22.226179261731833,4.2336484895061055,12.13947638324834,1.5987709422826353,9.56015912100394,40.55498513277411,0.0,4.803584867080339,0.39370137379503234,0.0,Good
29.53421996104003,81.19355793363968,33.83932820336954,11.385385973814685,25.663872448441506,18.134293596120553,1.8731893154805719,6.433889739706942,23.40789092576987,0.0,4.090078241871655,0.0,485.1105439864889,Good
24.267970031068078,87.64641498842552,86.51946000654684,36.033135904799906,26.12580401347092,0.0,1.2245674125438133,14.238142277385812,33.04051876570215,2.0600360233003636,10.598271089043958,1.70036533913233,151.32044347451392,Good
31.47541144400148,57.89805123827172,3.908659131837407,24.510063346892093,32.80708367452022,0.5715337878499618,1.5417657995545093,7.023379867350942,20.589613872137022,1.471383401270531,0.0,0.526929767580348,7.9130205034763605,Good
28.137520316993335,33.93947942925064,30.017942562886724,54.939752232232976,25.950185416694726,14.656809022418628,1.2201273623028552,2.808641922801554,29.56470204530046,2.9897412236168357,0.7455097517056091,0.7628965924114717,136.36456519644867,Good
49.202836614110495,73.61082937711183,0.0,0.0,34.56536918054467,30.678720589725046,1.3466899181525491,7.200842826389313,33.83123076564854,0.8813546768761849,0.0,1.9755675894975477,81.19875502952407,Good
37.08504148039018,58.010230844999406,27.618119633530043,53.450852780499005,38.018901902461714,12.512720070611504,1.600198086197849,10.676552861762516,34.16329310102468,0.17856981146587336,0.9409787695789005,0.0,289.11694578517984,Good
27.358407992443563,83.06962765110326,37.40758786398647,2.7968314138498265,25.92045116510698,6.964527531948567,1.167432341324348,11.746127861965022,54.51313084671311,3.6111680133763358,5.594070536130836,2.154941689261114,431.7378568784971,Good
20.653716886236744,89.48284270691138,50.115165850817135,62.54077277595077,35.406656347919665,8.79636279992654,2.610286384316592,9.6629697537158,25.22921122491429,2.741070332276068,9.328694874483572,1.2148669087521573,232.85014390928976,Good
30.615066965652776,59.609519838358786,0.0,0.0,42.56805646700599,8.831143402628054,0.0,9.86898995315353,33.28487181240215,0.0,2.584105655638075,0.4311259186423647,61.74566479131697,Good
38.17928866562042,67.711244796489,8.554778854675071,60.748107007730304,32.17579466505492,0.0,1.1633910965045213,9.599151128168884,20.261871359903328,4.913480928433566,6.116640704610722,0.530329570677789,4.378105482472847,Good
