Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Weather_Condition,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season
Brazil,Guarulhos,City Center,-23.4675941,-46.5277704,1.0,2.13,0.08,0.11,86.52,42.52,11.88,34.4,55,6.1,Summer,26.27,291.82,5000.0,843.57,2025-06-08 14:02:00,summer
Pakistan,Pakpattan,City Center,30.3550157,73.3951195,5.0,201.37,4.39,1.7,226.28,801.72,331.3,33.7,10,2.9,Summer,397.66,5000.0,5000.0,5000.0,2025-08-28 10:31:00,summer
Nigeria,Ifẹ,Sector_4,7.49744,4.5328,2.0,6.54,1.83,1.2,85.36,236.21,17.51,53.7,13,3.7,Summer,670.9,5000.0,5000.0,5000.0,2025-08-11 12:14:00,summer
India,Gwalior,Sector_3,26.20995,78.19367,5.0,85.0,7.18,3.28,144.59,342.77,120.7,32.0,16,1.3,Summer,47.0,5000.0,5000.0,5000.0,2025-07-12 13:47:00,summer
USA,Denver,Sector_1,39.71428,-104.99578,1.0,0.95,2.68,0.07,86.71,73.51,1.36,20.7,17,1.6,Summer,73.95,83.67,5000.0,329.82,2025-06-29 20:34:00,summer
Germany,Duisburg,City Center,51.434999,6.759562,1.0,4.72,8.83,0.48,56.39,126.21,8.21,20.9,61,5.5,Summer,49.83,196.85,5000.0,552.09,2025-08-29 10:00:00,summer
Germany,Hanover,Sector_2,52.33801,9.72483,3.0,18.71,32.01,0.83,31.54,237.78,24.61,24.6,60,3.5,Summer,182.33,514.5,352.44,715.13,2025-08-30 09:55:00,summer
India,Jodhpur,Sector_3,26.27545,73.02186,5.0,67.54,17.56,2.21,131.69,420.71,120.0,39.0,10,2.8,Summer,143.51,5000.0,5000.0,5000.0,2025-07-26 12:18:00,summer
USA,Minneapolis,Sector_2,45.01296,-93.24533,1.0,2.55,9.33,0.13,82.31,162.98,3.36,9.3,80,0.9,Summer,32.77,565.51,5000.0,5000.0,2025-06-21 11:00:00,summer
Bangladesh,Sylhet,Sector_4,24.91446,91.84251,4.0,31.7,16.39,1.82,79.37,453.53,44.17,33.0,36,1.5,Summer,539.84,5000.0,5000.0,5000.0,2025-08-20 14:00:00,summer
USA,Fort Worth,Sector_4,32.75691,-97.36041,1.0,2.12,3.1,0.07,81.74,88.47,3.43,28.1,69,4.0,Summer,86.95,5000.0,5000.0,5000.0,2025-07-10 12:48:00,summer
Nigeria,Ibadan,Sector_4,7.39702,3.88471,1.0,4.33,0.76,0.43,60.83,156.14,13.65,50.7,36,5.5,Summer,195.19,5000.0,5000.0,5000.0,2025-08-31 12:09:00,summer
Russia,Omsk,Sector_3,55.01064,73.30918,1.0,2.67,8.16,1.44,49.98,151.43,4.02,-6.1,59,2.6,Summer,845.43,1293.71,1635.79,1023.66,2025-08-08 18:10:00,summer
India,Kota,Sector_1,25.15108,75.88172,5.0,46.04,6.56,4.16,100.7,288.78,65.18,35.2,11,1.5,Summer,178.97,5000.0,5000.0,5000.0,2025-07-05 14:37:00,summer
India,Kota,City Center,25.1737019,75.8574194,5.0,58.92,7.31,3.8,107.04,288.65,67.46,31.0,10,1.7,Summer,355.56,485.23,1830.4,366.95,2025-08-12 20:41:00,summer
Nigeria,Onitsha,Sector_3,6.17915,6.8291,1.0,5.3,0.8,0.39,47.34,173.16,10.71,49.6,10,1.4,Summer,1519.6,5000.0,5000.0,5000.0,2025-07-05 12:20:00,summer
USA,Nashville,Sector_4,36.12793,-86.75486,2.0,8.55,5.95,0.43,109.08,150.41,9.74,23.9,30,5.4,Summer,120.9,39.04,5000.0,2299.12,2025-06-24 16:07:00,summer
Germany,Dresden,Sector_4,51.03591,13.7771,3.0,19.37,19.83,0.96,48.1,202.97,25.36,20.3,46,3.7,Summer,15.12,922.88,1649.33,70.34,2025-07-14 18:55:00,summer
Indonesia,Kupang,Sector_1,-10.13998,123.59118,1.0,2.95,0.69,0.09,73.3,156.09,3.92,42.4,77,1.7,Summer,1779.68,5000.0,5000.0,5000.0,2025-06-03 10:13:00,summer
Nigeria,Jimeta,Sector_4,9.25833,12.47933,5.0,38.92,0.52,0.12,105.22,89.54,184.74,48.5,10,2.8,Summer,112.15,5000.0,5000.0,5000.0,2025-06-25 17:31:00,summer
Indonesia,Palembang,City Center,-2.9888243,104.7568507,1.0,5.03,3.32,0.46,19.12,245.26,7.06,42.9,79,2.6,Summer,135.12,5000.0,5000.0,5000.0,2025-07-28 10:04:00,summer
Russia,Barnaul,City Center,53.3475493,83.7788448,1.0,0.37,3.96,5.17,93.17,106.44,0.43,2.5,54,7.0,Summer,103.23,954.25,5000.0,428.15,2025-07-07 13:30:00,summer
Brazil,Campo Grande,Sector_1,-20.44634,-54.62715,2.0,11.64,0.44,0.12,99.42,109.84,13.95,46.7,22,2.9,Summer,18.67,5000.0,5000.0,5000.0,2025-08-15 12:39:00,summer
Russia,Astrakhan,City Center,46.3498308,48.0326203,2.0,2.56,0.55,0.19,105.92,79.35,8.99,17.5,43,4.9,Summer,149.0,98.73,5000.0,365.62,2025-06-01 16:21:00,summer
Indonesia,Jayapura,City Center,-2.5387539,140.7037389,1.0,0.48,0.33,0.09,1.94,43.36,0.63,44.5,63,2.0,Summer,216.32,5000.0,5000.0,5000.0,2025-08-12 14:56:00,summer
Nigeria,Bida,Sector_2,9.10723,6.01155,4.0,29.46,2.25,0.54,103.82,281.21,98.93,50.8,10,2.4,Summer,217.19,5000.0,5000.0,5000.0,2025-07-22 20:40:00,summer
Russia,Irkutsk,Sector_4,52.28335,104.23362,2.0,0.34,0.26,0.16,112.62,104.16,0.38,3.1,69,3.0,Summer,204.33,1548.79,5000.0,1735.5,2025-08-04 15:33:00,summer
China,Nanning,Sector_1,22.80371,108.36505,5.0,60.26,6.6,3.79,110.6,233.26,58.61,33.8,49,3.3,Summer,4.44,5000.0,5000.0,5000.0,2025-08-06 14:26:00,summer
Germany,Wiesbaden,City Center,50.0820384,8.2416556,2.0,6.57,19.15,0.99,62.63,243.89,10.07,18.0,80,0.7,Summer,325.06,111.5,5000.0,214.69,2025-07-13 16:11:00,summer
India,Ahmedabad,Sector_1,23.01502,72.55112,5.0,87.23,15.96,7.96,163.02,477.46,95.54,34.8,25,4.3,Summer,159.71,5000.0,5000.0,5000.0,2025-07-22 15:35:00,summer
Pakistan,Gujrat,Sector_4,32.58259,74.02485,5.0,171.79,50.77,3.53,46.27,1816.3,271.54,33.3,10,2.6,Summer,640.6,5000.0,5000.0,5000.0,2025-06-22 14:23:00,summer
India,Guwahati,Sector_2,26.15,91.72607,3.0,23.9,10.14,0.9,52.84,258.1,32.52,32.4,75,2.0,Summer,316.32,5000.0,5000.0,5000.0,2025-07-27 08:47:00,summer
India,Vasai-Virar,Sector_4,19.3869,72.83987,5.0,100.53,3.73,18.2,382.99,416.65,127.23,40.0,42,4.3,Summer,1280.96,5000.0,5000.0,5000.0,2025-06-08 17:08:00,summer
China,Jinan,City Center,36.6519754,117.1138479,5.0,202.42,95.69,34.02,0.0,2092.84,261.46,17.1,25,3.7,Summer,237.64,1796.91,5000.0,5000.0,2025-07-29 08:04:00,summer
Bangladesh,Shibganj,Sector_3,24.69632,88.16774,5.0,159.86,23.5,6.32,108.13,987.82,242.21,34.3,19,4.1,Summer,574.56,5000.0,5000.0,5000.0,2025-06-21 10:10:00,summer
Germany,Chemnitz,Sector_1,50.86231,12.96212,3.0,18.8,23.29,0.79,44.54,258.18,27.28,22.9,63,2.2,Summer,673.03,335.97,576.51,622.06,2025-07-03 08:29:00,summer
China,Xiamen,City Center,24.4801069,118.0853479,3.0,17.84,6.43,7.6,145.03,162.57,40.08,33.8,48,5.8,Summer,151.2,5000.0,5000.0,5000.0,2025-06-30 19:18:00,summer
Germany,Mainz,Sector_1,49.99796,8.21111,2.0,6.65,17.4,0.79,64.66,236.29,9.14,15.4,80,0.8,Summer,59.57,1120.95,9.24,435.13,2025-08-10 09:55:00,summer
Bangladesh,Madaripur,Sector_3,23.15702,90.20782,5.0,67.68,5.02,3.13,129.91,464.26,93.53,33.8,30,4.6,Summer,1223.44,5000.0,5000.0,5000.0,2025-07-25 15:39:00,summer
Russia,Ulyanovsk,Sector_3,54.27616,48.40899,1.0,2.76,11.37,0.35,33.8,139.3,3.41,14.0,67,2.4,Summer,5000.0,5000.0,5000.0,5000.0,2025-07-12 19:58:00,summer
Indonesia,Bandung,Sector_2,-6.93466,107.58514,1.0,1.37,0.28,0.11,63.32,58.0,4.26,42.8,65,2.0,Summer,63.57,550.18,834.15,325.76,2025-07-10 14:03:00,summer
Russia,Vladivostok,City Center,43.1150678,131.8855768,2.0,2.98,3.97,3.15,174.34,136.55,3.41,9.0,29,5.0,Summer,96.25,1328.53,5000.0,680.04,2025-07-28 12:08:00,summer
Pakistan,Jhang,Sector_2,31.27677,72.32217,5.0,251.5,24.85,2.49,126.73,1209.68,328.65,35.1,10,2.5,Summer,51.23,5000.0,5000.0,5000.0,2025-06-14 13:59:00,summer
Brazil,Santo André,Sector_3,-23.64591,-46.49585,1.0,1.67,0.06,0.13,67.09,35.34,10.44,30.7,57,7.2,Summer,98.35,126.39,5000.0,973.06,2025-06-27 08:11:00,summer
India,Indore,Sector_1,22.72945,75.83113,5.0,56.13,9.42,6.53,137.79,293.15,97.79,33.4,43,3.2,Summer,151.4,256.26,5000.0,5000.0,2025-07-12 18:38:00,summer
Indonesia,Pematangsiantar,Sector_2,3.01599,99.0986,1.0,3.99,1.42,0.12,50.82,201.91,6.75,33.4,72,1.5,Summer,1426.04,5000.0,5000.0,5000.0,2025-07-03 08:56:00,summer
Germany,Dortmund,Sector_4,51.51613,7.42612,1.0,3.69,11.58,0.51,58.31,150.22,6.73,23.4,60,4.1,Summer,220.84,308.08,5000.0,246.96,2025-07-13 17:07:00,summer
USA,Miami,Sector_1,25.7802,-80.16025,2.0,1.36,0.41,0.48,152.61,80.99,6.11,39.6,58,6.3,Summer,465.28,5000.0,5000.0,5000.0,2025-06-30 11:21:00,summer
Nigeria,Owerri,City Center,5.489736,7.0341973,1.0,2.16,0.62,0.23,29.64,133.89,6.18,45.3,35,4.7,Summer,74.34,5000.0,5000.0,5000.0,2025-07-28 11:23:00,summer
Pakistan,Kohat,Sector_2,33.56807,71.43023,4.0,32.25,9.91,0.75,72.01,461.65,91.7,31.3,10,2.0,Summer,764.75,5000.0,5000.0,5000.0,2025-07-03 11:55:00,summer
Russia,Stavropol,Sector_2,44.85765,43.46475,1.0,4.33,7.05,1.49,73.03,138.3,5.59,15.7,44,2.1,Summer,5000.0,5000.0,5000.0,5000.0,2025-07-06 18:33:00,summer
Brazil,João Pessoa,Sector_4,-7.16215,-34.89451,2.0,3.0,0.8,0.44,113.64,76.33,6.04,45.1,45,6.5,Summer,179.89,315.29,5000.0,5000.0,2025-07-08 08:02:00,summer
Germany,Hamburg,City Center,53.550341,10.000654,2.0,17.04,27.98,3.08,31.58,241.73,18.57,24.9,70,4.5,Summer,52.52,17.59,5000.0,489.92,2025-07-13 17:33:00,summer
Brazil,São Bernardo do Campo,City Center,-23.7080345,-46.5506747,1.0,1.96,0.06,0.13,65.03,44.04,13.68,30.2,49,7.4,Summer,33.61,597.88,1592.48,1530.86,2025-08-25 16:17:00,summer
Bangladesh,Rangpur,Sector_3,25.65032,89.07923,5.0,108.65,16.83,3.57,113.51,624.92,135.58,31.3,30,2.4,Summer,427.77,5000.0,5000.0,5000.0,2025-07-03 14:33:00,summer
Nigeria,Umuahia,Sector_3,5.51992,7.47236,1.0,2.56,0.59,0.41,39.87,111.61,6.16,48.9,19,2.9,Summer,1495.34,5000.0,5000.0,5000.0,2025-06-21 12:48:00,summer
Brazil,Caxias do Sul,Sector_1,-29.20905,-51.1796,1.0,2.12,0.35,0.83,99.55,50.43,4.34,33.2,40,3.2,Summer,231.62,362.43,363.08,5000.0,2025-08-01 20:46:00,summer
Bangladesh,Narayanganj,Sector_1,23.59076,90.50453,5.0,67.81,7.15,2.14,127.65,380.5,85.11,34.8,34,4.0,Summer,328.96,973.4,5000.0,5000.0,2025-06-20 09:14:00,summer
Russia,Kaliningrad,Sector_2,54.69229,20.43658,3.0,24.48,15.05,2.92,47.18,237.15,35.03,17.5,72,3.0,Summer,1334.96,0.0,5000.0,1784.46,2025-08-31 12:21:00,summer
India,Agra,Sector_2,27.15052,77.97241,5.0,88.16,12.41,3.04,160.63,503.65,161.98,33.8,16,2.3,Summer,572.8,5000.0,5000.0,5000.0,2025-08-21 11:13:00,summer
Pakistan,Mirpur Khas,Sector_2,25.54732,69.03038,5.0,141.4,10.82,1.59,105.29,657.9,256.08,35.3,10,3.8,Summer,907.2,5000.0,5000.0,5000.0,2025-07-11 14:18:00,summer
Russia,Lipetsk,City Center,52.6935178,39.1122664,1.0,6.33,7.82,2.38,49.87,154.92,7.03,14.5,81,3.9,Summer,1233.51,5000.0,5000.0,5000.0,2025-08-21 09:55:00,summer
USA,Phoenix,Sector_1,33.4143,-112.10153,3.0,15.93,1.99,0.73,165.68,146.46,43.9,26.4,39,3.7,Summer,215.86,0.0,1544.79,232.39,2025-06-21 18:25:00,summer
Brazil,Londrina,Sector_1,-23.33105,-51.13696,1.0,2.12,0.36,0.19,62.84,58.51,2.43,39.6,41,7.3,Summer,232.5,245.11,1956.83,984.87,2025-06-28 19:23:00,summer
Germany,Mönchengladbach,Sector_4,51.18175,6.47046,2.0,7.18,16.02,0.57,29.53,172.84,10.65,22.1,66,3.8,Summer,44.94,837.28,84.3,931.6,2025-07-19 13:27:00,summer
Nigeria,Jimeta,Sector_3,9.2818,12.4438,5.0,40.11,0.49,0.14,99.01,104.01,145.56,46.9,10,2.6,Summer,84.65,5000.0,5000.0,5000.0,2025-08-23 09:09:00,summer
Germany,Berlin,City Center,52.5173885,13.3951309,3.0,19.64,22.1,1.36,48.42,271.84,26.27,19.4,60,4.4,Summer,7.36,1105.32,5000.0,1191.1,2025-08-15 09:04:00,summer
India,Coimbatore,Sector_1,11.0286,76.99302,3.0,25.24,22.14,4.17,93.76,350.63,38.31,44.1,30,3.5,Summer,91.42,5000.0,5000.0,5000.0,2025-06-28 15:21:00,summer
Brazil,Uberlândia,Sector_1,-18.93364,-48.28795,3.0,18.9,3.66,0.21,75.45,304.04,20.66,41.8,46,3.0,Summer,45.98,846.19,839.49,5000.0,2025-06-12 16:22:00,summer
Bangladesh,Dinajpur,Sector_2,25.6455,88.59467,5.0,151.23,13.64,4.64,155.46,854.82,190.83,34.1,30,3.3,Summer,1234.82,5000.0,5000.0,5000.0,2025-06-09 17:50:00,summer
Germany,Leverkusen,Sector_3,51.06537,6.98238,2.0,8.12,16.63,0.64,31.41,177.3,9.82,22.6,65,3.0,Summer,592.84,771.05,225.46,942.1,2025-06-07 17:45:00,summer
Nigeria,Iwo,City Center,7.633333,4.183333,2.0,10.55,3.35,2.06,83.21,283.88,25.44,49.8,13,2.1,Summer,181.34,5000.0,5000.0,5000.0,2025-08-14 20:44:00,summer
Germany,Magdeburg,Sector_3,52.16748,11.60201,3.0,15.14,22.44,0.79,37.52,238.39,22.47,22.6,68,1.6,Summer,302.58,232.21,130.68,212.52,2025-06-04 15:09:00,summer
China,Suzhou,Sector_2,31.28962,120.65942,5.0,160.24,90.32,28.58,0.0,1391.88,278.66,20.8,47,3.4,Summer,68.67,5000.0,5000.0,5000.0,2025-08-24 12:01:00,summer
China,Tianjin,Sector_1,39.09056,117.16185,5.0,83.54,50.13,19.62,0.0,819.88,145.46,11.2,75,2.0,Summer,573.83,5000.0,5000.0,5000.0,2025-08-11 16:55:00,summer
Germany,Braunschweig,Sector_1,52.27336,10.47006,3.0,19.47,28.61,0.81,39.08,267.47,24.29,24.9,62,4.3,Summer,849.21,760.95,290.98,262.32,2025-06-06 15:10:00,summer
Brazil,Maceió,Sector_1,-9.67454,-35.72135,1.0,0.73,0.08,0.08,89.12,51.04,4.02,44.6,35,6.6,Summer,100.17,467.4,5000.0,5000.0,2025-07-26 20:17:00,summer
India,Dhanbad,Sector_3,23.78219,86.42095,5.0,91.35,14.95,5.1,105.69,562.76,139.79,32.8,17,3.6,Summer,51.59,5000.0,5000.0,5000.0,2025-06-03 17:47:00,summer
India,Ranchi,Sector_2,23.37931,85.32798,5.0,97.49,14.8,8.69,91.2,465.35,101.93,29.2,58,1.8,Summer,75.47,465.93,928.7,5000.0,2025-08-30 12:42:00,summer
Russia,Tula,Sector_1,54.18904,37.69084,2.0,3.28,2.88,0.61,125.61,105.95,3.69,14.8,81,3.5,Summer,39.01,398.26,5000.0,165.16,2025-08-13 19:01:00,summer
Germany,Saarbrücken,Sector_3,49.23934,7.03829,2.0,8.59,9.03,0.34,73.4,188.5,10.29,17.9,54,2.6,Summer,161.26,1292.37,5000.0,302.46,2025-08-13 18:37:00,summer
India,Vadodara,Sector_1,22.31391,73.20132,5.0,83.42,12.5,16.35,239.24,369.9,110.72,37.3,41,2.4,Summer,30.73,5000.0,5000.0,5000.0,2025-07-27 15:24:00,summer
Nigeria,Ebute Ikorodu,Sector_4,6.58021,3.51235,1.0,4.64,0.09,0.06,57.68,124.12,9.03,43.7,47,6.1,Summer,1077.93,5000.0,5000.0,5000.0,2025-06-17 14:10:00,summer
Germany,Munich,Sector_2,48.16777,11.55845,1.0,1.96,7.14,0.37,93.36,146.14,2.67,23.8,62,1.7,Summer,140.58,794.59,1457.58,352.78,2025-06-25 19:37:00,summer
India,Chandigarh,Sector_4,30.71956,76.81434,5.0,92.82,14.8,3.82,142.04,865.95,169.05,31.0,22,3.5,Summer,12.12,353.41,5000.0,5000.0,2025-07-21 13:18:00,summer
Brazil,Juiz de Fora,City Center,-21.7609533,-43.3501129,1.0,1.94,2.19,1.96,50.35,60.18,3.92,36.8,66,6.3,Summer,32.07,69.52,5000.0,5000.0,2025-08-08 14:51:00,summer
Germany,Wuppertal,Sector_2,51.27498,7.15545,1.0,5.2,13.75,0.56,52.24,158.93,7.05,20.9,66,3.8,Summer,232.53,535.95,2633.24,308.68,2025-06-29 14:14:00,summer
Brazil,Porto Velho,Sector_4,-8.77348,-63.87649,1.0,0.34,0.14,0.02,5.18,51.59,0.35,42.9,60,1.9,Summer,135.79,5000.0,5000.0,5000.0,2025-06-08 17:50:00,summer
Germany,Mönchengladbach,Sector_2,51.18897,6.42312,2.0,7.79,18.53,0.45,25.82,189.71,9.47,26.6,61,4.3,Summer,39.52,49.05,1683.2,739.21,2025-08-28 20:24:00,summer
Brazil,Belo Horizonte,City Center,-19.9227318,-43.9450948,1.0,4.46,1.28,0.42,71.45,132.16,5.06,40.6,59,3.9,Summer,73.53,878.13,5000.0,215.76,2025-07-31 17:36:00,summer
Indonesia,Sukabumi,Sector_4,-7.05746,106.76366,1.0,1.54,0.11,0.1,55.13,48.84,5.31,41.3,74,2.3,Summer,5000.0,5000.0,5000.0,5000.0,2025-06-26 17:04:00,summer
Bangladesh,Savār,Sector_3,23.80949,90.23444,5.0,61.55,9.56,2.34,125.75,422.44,75.14,35.0,63,2.9,Summer,938.24,873.02,674.7,5000.0,2025-06-25 13:41:00,summer
Russia,Yekaterinburg,Sector_4,56.88121,60.5876,1.0,1.0,1.83,1.09,93.71,131.22,1.12,2.6,71,4.4,Summer,868.41,0.0,5000.0,830.26,2025-06-14 13:50:00,summer
Germany,Munich,Sector_3,48.14856,11.60626,1.0,2.66,12.16,0.54,86.32,181.64,3.91,25.7,66,1.7,Summer,36.61,552.39,5000.0,117.95,2025-08-10 15:23:00,summer
Russia,Belgorod,Sector_4,50.62428,36.63627,2.0,9.38,12.6,3.59,39.61,171.98,9.8,19.7,78,4.5,Summer,1133.32,1488.61,5000.0,5000.0,2025-06-16 10:54:00,summer
Bangladesh,Kushtia,Sector_3,23.92956,89.15991,5.0,169.34,40.29,17.64,100.65,1483.76,271.06,35.3,39,3.5,Summer,796.89,5000.0,5000.0,5000.0,2025-08-24 09:02:00,summer
Nigeria,Nguru,City Center,12.875615,10.4540091,5.0,113.84,2.0,0.45,126.0,119.18,533.46,45.7,10,5.2,Summer,146.33,5000.0,5000.0,5000.0,2025-08-19 14:46:00,summer
India,Pune,Sector_1,18.53721,73.85814,5.0,62.88,2.76,5.16,212.26,294.87,88.52,39.0,23,2.3,Summer,446.29,798.61,209.16,5000.0,2025-08-21 18:52:00,summer
Nigeria,Mubi,Sector_1,10.29349,13.26661,5.0,55.23,0.78,0.26,101.58,104.63,158.06,45.0,10,4.1,Summer,511.94,5000.0,5000.0,5000.0,2025-07-25 12:46:00,summer
Russia,Novokuznetsk,Sector_3,53.72833,87.08777,2.0,0.33,3.51,2.87,92.33,109.94,0.32,0.1,77,6.1,Summer,262.27,5000.0,5000.0,5000.0,2025-08-27 08:46:00,summer
USA,Boston,Sector_1,42.34109,-71.02384,2.0,5.04,8.49,2.4,103.91,101.01,8.07,19.2,26,10.3,Summer,353.88,0.0,5000.0,5000.0,2025-08-24 17:38:00,summer
Indonesia,Balikpapan,Sector_1,-1.248,116.83468,1.0,5.3,3.08,0.52,14.43,192.88,6.03,43.2,84,1.5,Summer,57.72,5000.0,5000.0,5000.0,2025-06-26 14:46:00,summer
USA,Kansas City,Sector_3,39.10605,-94.6104,2.0,7.71,12.17,0.21,30.36,222.87,9.71,19.8,75,2.3,Summer,92.03,0.0,5000.0,5000.0,2025-08-14 08:20:00,summer
India,Lucknow,Sector_3,26.85285,80.95025,5.0,112.5,12.39,2.72,105.93,684.08,174.69,26.5,69,3.2,Summer,80.25,5000.0,5000.0,5000.0,2025-06-11 13:03:00,summer
Pakistan,Mirpur Khas,Sector_4,25.52442,68.97389,5.0,139.56,10.64,2.26,121.08,570.79,238.43,38.6,10,4.0,Summer,438.75,5000.0,5000.0,5000.0,2025-06-29 11:28:00,summer
USA,Mesa,Sector_3,33.402,-111.86065,3.0,19.02,1.85,0.6,130.44,134.18,43.26,27.3,36,3.6,Summer,160.69,764.91,5000.0,237.89,2025-07-25 19:31:00,summer
USA,Fort Worth,Sector_2,32.76685,-97.29963,1.0,1.91,3.75,0.06,73.86,117.27,3.43,28.3,68,4.5,Summer,231.84,214.11,5000.0,2433.95,2025-06-19 13:10:00,summer
USA,Minneapolis,Sector_3,44.97358,-93.28806,1.0,3.1,9.85,0.09,65.27,152.73,4.15,10.2,69,2.4,Summer,2.82,363.18,5000.0,176.52,2025-07-24 15:08:00,summer
Russia,Magnitogorsk,Sector_2,53.41637,58.9436,2.0,2.08,2.16,0.67,106.39,102.17,1.94,11.2,59,5.0,Summer,904.93,1167.12,5000.0,1929.25,2025-07-11 17:43:00,summer
Nigeria,Katsina,City Center,12.5630825,7.6207063,5.0,88.52,0.81,0.46,167.01,167.44,469.06,43.0,10,6.3,Summer,5000.0,5000.0,5000.0,5000.0,2025-08-27 16:27:00,summer
Russia,Kemerovo,Sector_3,55.36746,86.08699,1.0,0.27,2.09,0.46,81.59,115.61,0.43,-0.1,61,6.3,Summer,357.94,1049.62,5000.0,2406.34,2025-07-28 19:21:00,summer
China,Shantou,Sector_3,23.37023,116.68033,3.0,17.62,3.68,4.53,165.5,171.34,36.43,30.0,47,2.8,Summer,83.94,5000.0,5000.0,5000.0,2025-08-04 20:41:00,summer
Russia,Penza,Sector_3,53.22615,45.02216,2.0,5.54,8.79,1.22,45.79,170.89,7.48,14.2,73,3.0,Summer,437.35,0.0,5000.0,268.73,2025-07-12 16:58:00,summer
USA,Tulsa,City Center,36.1563122,-95.9927516,1.0,5.51,8.3,0.04,46.82,115.66,7.95,20.3,56,3.6,Summer,13.07,5000.0,5000.0,5000.0,2025-08-02 13:05:00,summer
Indonesia,Gorontalo,Sector_2,0.74256,122.43413,1.0,0.68,0.54,0.07,60.09,63.4,1.56,39.5,76,2.0,Summer,5000.0,5000.0,5000.0,5000.0,2025-07-11 18:36:00,summer
USA,San Francisco,Sector_2,37.80254,-122.38218,2.0,0.92,1.19,0.36,97.29,67.83,3.09,28.0,73,3.7,Summer,761.18,808.37,5000.0,1358.84,2025-06-04 13:08:00,summer
Germany,Frankfurt,Sector_3,50.10689,8.70413,2.0,8.2,22.75,1.49,53.59,167.67,10.22,18.0,70,1.3,Summer,307.64,530.39,751.85,327.23,2025-08-25 11:31:00,summer
China,Changchun,Sector_2,43.86384,125.29423,5.0,53.05,74.6,30.03,4.65,726.39,70.61,6.8,55,3.3,Summer,303.08,980.19,5000.0,5000.0,2025-08-04 20:40:00,summer
Germany,Kiel,City Center,54.3227085,10.135555,3.0,15.46,26.01,1.92,13.52,224.57,26.82,22.5,66,3.4,Summer,23.87,332.44,5000.0,432.41,2025-06-14 13:46:00,summer
Nigeria,Ikare,Sector_4,7.5467,5.73407,2.0,5.18,0.63,0.3,75.59,125.74,18.13,49.4,10,4.9,Summer,1333.17,5000.0,5000.0,5000.0,2025-08-12 08:48:00,summer
Brazil,Ananindeua,Sector_4,-1.36012,-48.41611,1.0,1.88,0.36,0.21,65.18,97.61,3.18,48.3,48,5.8,Summer,513.94,655.18,5000.0,5000.0,2025-06-21 08:59:00,summer
Brazil,Belém,Sector_4,-1.44321,-48.47621,1.0,1.55,0.32,0.16,48.3,85.3,3.06,44.9,56,5.2,Summer,15.25,279.47,5000.0,5000.0,2025-07-10 19:27:00,summer
Germany,Dresden,Sector_1,51.05676,13.74948,3.0,21.36,21.5,1.15,49.88,234.72,21.76,21.6,49,4.0,Summer,164.17,120.85,1137.98,391.33,2025-08-10 14:59:00,summer
Bangladesh,Comilla,Sector_2,23.4814,91.15947,5.0,45.91,6.12,2.28,124.38,314.72,65.29,34.5,46,3.3,Summer,199.85,1278.18,5000.0,5000.0,2025-06-19 16:51:00,summer
Brazil,Santos,Sector_4,-23.91284,-46.34236,1.0,1.71,0.05,0.15,76.64,48.77,14.69,39.8,68,2.8,Summer,1783.26,5000.0,5000.0,5000.0,2025-08-27 12:37:00,summer
Germany,Halle,Sector_3,51.4691,11.98773,3.0,18.41,20.3,0.93,43.69,193.98,27.33,21.1,68,6.6,Summer,35.36,239.36,1466.99,915.46,2025-07-23 15:56:00,summer
Russia,Krasnoyarsk,Sector_2,56.02162,92.85087,2.0,0.39,1.5,0.3,91.04,108.18,0.41,4.7,63,8.1,Summer,68.81,1424.51,5000.0,505.22,2025-07-26 17:56:00,summer
Germany,Magdeburg,Sector_1,52.11193,11.60717,3.0,19.27,22.4,0.97,36.51,205.88,26.22,20.0,63,1.5,Summer,124.66,609.68,1900.18,52.03,2025-07-31 11:03:00,summer
Pakistan,Mingora,Sector_4,34.78875,72.38242,5.0,155.13,11.44,5.76,227.56,1533.57,241.77,34.1,10,2.7,Summer,450.48,5000.0,5000.0,5000.0,2025-06-28 16:19:00,summer
China,Luoyang,Sector_4,34.62459,112.43622,5.0,148.63,68.25,17.81,17.16,938.67,238.14,22.7,35,2.6,Summer,7.53,5000.0,5000.0,5000.0,2025-07-15 16:30:00,summer
USA,Houston,Sector_4,29.73315,-95.38367,2.0,1.05,0.93,0.2,139.77,72.24,1.73,34.7,70,3.8,Summer,9.75,5000.0,5000.0,5000.0,2025-08-28 18:44:00,summer
Indonesia,Makassar,City Center,-5.1342962,119.4124282,1.0,2.27,0.28,0.08,93.7,136.05,4.11,38.9,83,3.2,Summer,139.09,575.12,5000.0,5000.0,2025-06-19 15:33:00,summer
Brazil,Recife,Sector_1,-8.08941,-34.90679,2.0,1.52,0.4,0.14,138.13,56.25,3.79,43.2,41,6.1,Summer,135.57,244.18,5000.0,1243.89,2025-07-01 11:24:00,summer
Russia,Omsk,Sector_2,55.00981,73.32932,1.0,2.56,7.39,1.48,46.16,160.18,3.53,-10.5,60,2.8,Summer,608.9,131.07,671.5,521.57,2025-08-15 16:59:00,summer
